ID_Cliente	Edad	Género	Nivel_Ingresos	Estado_Civil	Tarjeta_Fidelidad
1483	30	M	Bajo	Soltero	Sí
1484	58	M	Medio	Soltero	Sí
1485	37	M	Medio	Soltero	Sí
1486	29	M	Medio	Divorciado	Sí
1487	45	M	Bajo	Divorciado	No
1488	62	F	Medio	Viudo	Sí
1489	43	F	Medio	Casado	Sí
1490	45	F	Medio	Casado	No
1491	42	F	Medio	Divorciado	Sí
1492	41	F	Bajo	Soltero	Sí
1493	51	M	Medio	Casado	Sí
1494	18	F	Bajo	Soltero	Sí
1495	48	M	Medio	Casado	Sí
1496	64	F	Alto	Casado	Sí
1497	47	M	Medio	Divorciado	Sí
1498	40	M	Medio	Casado	Sí
1499	25	F	Medio	Soltero	No
1500	59	F	Medio	Viudo	Sí
1501	39	F	Medio	Casado	Sí
1502	30	M	Medio	Soltero	Sí
1503	44	M	Bajo	Viudo	Sí
1504	41	M	Bajo	Viudo	No
1505	48	F	Medio	Casado	No
1506	36	F	Bajo	Divorciado	Sí
1507	48	F	Medio	Casado	Sí
1508	18	M	Bajo	Soltero	No
1509	52	F	Bajo	Viudo	Sí
1510	40	F	Bajo	Viudo	No
1511	57	F	Medio	Casado	Sí
1512	42	M	Medio	Viudo	No
1513	50	F	Bajo	Viudo	Sí
1514	33	M	Bajo	Soltero	No
1515	38	F	Bajo	Casado	Sí
1516	30	F	Medio	Divorciado	No
1517	18	M	Alto	Soltero	Sí
1518	45	M	Medio	Casado	No
1519	48	M	Medio	Divorciado	Sí
1520	37	M	Bajo	Soltero	Sí
1521	68	F	Medio	Divorciado	Sí
1522	40	M	Bajo	Divorciado	No
1523	43	M	Medio	Casado	Sí
1524	51	M	Medio	Casado	No
1525	24	F	Medio	Soltero	Sí
1526	36	M	Medio	Divorciado	No
1527	32	F	Medio	Casado	Sí
1528	47	M	Bajo	Divorciado	Sí
1529	25	M	Alto	Divorciado	Sí
1530	55	M	Medio	Viudo	Sí
1531	40	F	Medio	Soltero	Sí
1532	64	M	Medio	Casado	No
1533	50	F	Medio	Casado	Sí
1534	37	F	Medio	Casado	No
1535	31	M	Medio	Divorciado	No
1536	18	M	Alto	Soltero	Sí
1537	53	F	Medio	Viudo	Sí
1538	80	F	Bajo	Soltero	No
1539	72	M	Medio	Viudo	Sí
1540	53	M	Alto	Divorciado	Sí
1541	20	M	Bajo	Soltero	No
1542	24	M	Medio	Soltero	Sí
1543	32	F	Bajo	Casado	No
1544	49	F	Alto	Casado	Sí
1545	18	M	Bajo	Soltero	No
1546	30	M	Bajo	Soltero	Sí
1547	48	F	Medio	Divorciado	No
1548	46	F	Bajo	Viudo	No
1549	50	M	Alto	Divorciado	Sí
1550	47	F	Medio	Casado	No
1551	35	F	Alto	Casado	Sí
1552	22	F	Medio	Soltero	No
1553	63	M	Medio	Casado	Sí
1554	47	M	Medio	Divorciado	Sí
1555	48	M	Bajo	Divorciado	Sí
1556	45	F	Alto	Divorciado	No
1557	56	M	Bajo	Divorciado	No
1558	30	M	Bajo	Casado	Sí
1559	64	M	Medio	Soltero	Sí
1560	18	M	Medio	Soltero	Sí
1561	27	M	Medio	Casado	No
1562	28	F	Medio	Soltero	No
1563	69	F	Bajo	Casado	No
1564	50	F	Bajo	Divorciado	No
1565	41	F	Medio	Divorciado	No
1566	55	F	Alto	Casado	Sí
1567	19	F	Medio	Soltero	Sí
1568	31	M	Medio	Divorciado	Sí
1569	33	F	Medio	Divorciado	Sí
1570	65	M	Bajo	Casado	Sí
1571	37	M	Medio	Casado	No
1572	41	F	Bajo	Casado	Sí
1573	44	F	Medio	Soltero	No
1574	18	F	Medio	Soltero	Sí
1575	49	M	Bajo	Divorciado	No
1576	66	F	Bajo	Casado	No
1577	47	F	Medio	Divorciado	Sí
1578	34	F	Alto	Soltero	Sí
1579	45	F	Medio	Casado	Sí
1580	60	F	Bajo	Casado	No
1581	36	F	Medio	Soltero	No
1582	36	M	Bajo	Casado	No
1583	22	F	Medio	Soltero	Sí
1584	20	M	Medio	Casado	Sí
1585	64	F	Bajo	Casado	Sí
1586	39	F	Alto	Casado	Sí
1587	42	F	Alto	Casado	No
1588	56	F	Medio	Soltero	No
1589	37	F	Medio	Divorciado	No
1590	23	M	Medio	Soltero	Sí
1591	33	M	Alto	Soltero	Sí
1592	23	M	Medio	Soltero	Sí
1593	48	F	Bajo	Casado	No
1594	18	F	Alto	Soltero	Sí
1595	40	M	Bajo	Casado	No
1596	64	M	Bajo	Casado	No
1597	33	F	Medio	Casado	No
1598	56	M	Bajo	Casado	No
1599	56	F	Medio	Casado	No
1600	47	F	Medio	Soltero	No
1601	32	F	Medio	Soltero	Sí
1602	33	F	Medio	Soltero	Sí
1603	26	M	Bajo	Casado	Sí
1604	41	M	Medio	Casado	Sí
1605	37	F	Medio	Soltero	Sí
1606	36	F	Medio	Divorciado	No
1607	62	M	Medio	Casado	Sí
1608	36	F	Medio	Casado	Sí
1609	20	F	Bajo	Casado	Sí
1610	18	F	Medio	Soltero	No
1611	49	M	Medio	Viudo	Sí
1612	35	F	Bajo	Soltero	Sí
1613	68	F	Bajo	Divorciado	Sí
1614	40	F	Medio	Casado	Sí
1615	18	F	Medio	Soltero	Sí
1616	48	M	Medio	Casado	Sí
1617	30	F	Bajo	Casado	No
1618	38	F	Medio	Soltero	No
1619	57	M	Medio	Casado	Sí
1620	20	F	Bajo	Soltero	No
1621	49	M	Medio	Casado	No
1622	35	F	Alto	Soltero	No
1623	18	F	Medio	Casado	Sí
1624	30	M	Bajo	Casado	Sí
1625	32	F	Medio	Soltero	Sí
1626	38	F	Medio	Casado	Sí
1627	37	M	Bajo	Casado	No
1628	37	M	Bajo	Divorciado	Sí
1629	47	M	Medio	Casado	Sí
1630	53	F	Bajo	Casado	No
1631	59	F	Bajo	Casado	No
1632	40	M	Alto	Divorciado	Sí
1633	25	M	Bajo	Divorciado	No
1634	32	F	Alto	Divorciado	No
1635	18	F	Bajo	Soltero	Sí
1636	41	F	Medio	Casado	Sí
1637	38	M	Medio	Soltero	Sí
1638	47	F	Bajo	Divorciado	No
1639	48	M	Medio	Soltero	Sí
1640	41	F	Bajo	Casado	Sí
1641	43	M	Bajo	Casado	No
1642	30	F	Bajo	Casado	No
1643	29	M	Alto	Casado	Sí
1644	29	M	Medio	Casado	Sí
1645	50	F	Medio	Casado	Sí
1646	32	F	Alto	Divorciado	Sí
1647	18	M	Medio	Soltero	No
1648	60	M	Bajo	Divorciado	Sí
1649	64	M	Medio	Viudo	Sí
1650	49	M	Medio	Divorciado	Sí
1651	46	F	Medio	Casado	Sí
1652	36	M	Bajo	Divorciado	No
1653	47	M	Bajo	Divorciado	No
1654	23	F	Bajo	Soltero	No
1655	41	M	Medio	Casado	No
1656	46	M	Medio	Divorciado	Sí
1657	34	M	Medio	Soltero	No
1658	65	M	Alto	Viudo	Sí
1659	54	M	Medio	Divorciado	Sí
1660	51	F	Alto	Divorciado	Sí
1661	36	M	Medio	Divorciado	No
1662	40	F	Medio	Divorciado	Sí
1663	48	F	Bajo	Viudo	Sí
1664	55	M	Medio	Casado	Sí
1665	43	F	Medio	Casado	No
1666	24	F	Medio	Soltero	Sí
1667	35	M	Medio	Casado	No
1668	56	F	Alto	Soltero	Sí
1669	69	M	Alto	Casado	Sí
1670	46	F	Medio	Casado	No
1671	59	F	Medio	Casado	Sí
1672	29	M	Medio	Divorciado	Sí
1673	55	F	Medio	Viudo	Sí
1674	38	F	Medio	Casado	Sí
1675	52	M	Medio	Casado	No
1676	18	F	Alto	Soltero	Sí
1677	42	F	Bajo	Casado	Sí
1678	42	F	Medio	Viudo	No
1679	56	M	Medio	Soltero	Sí
1680	33	M	Medio	Divorciado	Sí
1681	26	M	Medio	Divorciado	No
1682	34	F	Medio	Casado	No
1683	22	M	Alto	Soltero	Sí
1684	33	F	Bajo	Soltero	Sí
1685	49	F	Alto	Casado	Sí
1686	53	F	Medio	Casado	No
1687	62	M	Alto	Viudo	Sí
1688	46	F	Alto	Casado	Sí
1689	49	M	Medio	Casado	No
1690	51	M	Medio	Casado	No
1691	51	F	Alto	Casado	Sí
1692	29	F	Alto	Soltero	Sí
1693	41	M	Bajo	Viudo	No
1694	38	F	Bajo	Soltero	Sí
1695	32	F	Bajo	Divorciado	Sí
1696	45	F	Medio	Casado	Sí
1697	64	M	Medio	Casado	No
1698	33	M	Medio	Casado	Sí
1699	40	M	Medio	Casado	Sí
1700	50	F	Medio	Soltero	Sí
1701	23	M	Alto	Soltero	Sí
1702	41	F	Medio	Casado	Sí
1703	65	F	Medio	Casado	No
1704	41	F	Medio	Divorciado	No
1705	60	F	Medio	Casado	No
1706	18	F	Bajo	Soltero	No
1707	42	F	Bajo	Casado	No
1708	45	M	Bajo	Casado	Sí
1709	39	M	Bajo	Divorciado	Sí
1710	18	M	Medio	Soltero	Sí
1711	41	M	Medio	Viudo	No
1712	49	M	Medio	Divorciado	No
1713	52	F	Medio	Casado	No
1714	39	M	Alto	Divorciado	Sí
1715	62	F	Medio	Viudo	Sí
1716	29	M	Bajo	Divorciado	Sí
1717	22	F	Bajo	Soltero	Sí
1718	56	F	Bajo	Divorciado	No
1719	37	F	Medio	Casado	No
1720	28	F	Bajo	Casado	Sí
1721	37	F	Alto	Divorciado	Sí
1722	27	M	Medio	Divorciado	Sí
1723	54	F	Bajo	Divorciado	Sí
1724	29	F	Medio	Casado	Sí
1725	34	F	Bajo	Soltero	No
1726	32	M	Medio	Divorciado	No
1727	55	M	Medio	Viudo	Sí
1728	41	M	Medio	Viudo	Sí
1729	38	F	Medio	Casado	Sí
1730	42	F	Bajo	Soltero	Sí
1731	42	M	Medio	Casado	No
1732	39	F	Medio	Soltero	Sí
1733	66	F	Alto	Casado	No
1734	62	F	Medio	Divorciado	Sí
1735	47	F	Alto	Soltero	No
1736	40	M	Alto	Divorciado	No
1737	30	F	Medio	Casado	Sí
1738	47	F	Bajo	Casado	No
1739	29	F	Bajo	Divorciado	No
1740	34	M	Alto	Casado	Sí
1741	44	F	Medio	Casado	Sí
1742	36	F	Medio	Casado	Sí
1743	46	F	Medio	Viudo	Sí
1744	45	M	Bajo	Viudo	Sí
1745	46	M	Alto	Casado	Sí
1746	61	F	Medio	Casado	Sí
1747	30	F	Medio	Casado	Sí
1748	39	F	Bajo	Divorciado	No
1749	18	F	Medio	Soltero	No
1750	23	M	Bajo	Soltero	Sí
1751	46	M	Bajo	Viudo	No
1752	46	F	Medio	Casado	Sí
1753	18	M	Medio	Soltero	Sí
1754	55	F	Bajo	Casado	Sí
1755	37	M	Medio	Casado	Sí
1756	44	F	Medio	Casado	No
1757	60	M	Medio	Casado	Sí
1758	48	F	Bajo	Casado	Sí
1759	45	M	Medio	Divorciado	No
1760	64	M	Bajo	Casado	Sí
1761	46	M	Medio	Casado	Sí
1762	58	F	Medio	Divorciado	No
1763	61	M	Bajo	Casado	Sí
1764	20	M	Medio	Casado	No
1765	39	F	Medio	Divorciado	Sí
1766	33	M	Bajo	Divorciado	No
1767	29	M	Medio	Soltero	No
1768	32	F	Medio	Soltero	No
1769	37	M	Medio	Casado	Sí
1770	58	M	Alto	Divorciado	Sí
1771	50	F	Medio	Divorciado	Sí
1772	34	F	Bajo	Soltero	Sí
1773	39	F	Bajo	Divorciado	No
1774	37	M	Medio	Divorciado	No
1775	33	M	Bajo	Divorciado	No
1776	25	M	Bajo	Divorciado	No
1777	36	F	Medio	Divorciado	Sí
1778	43	M	Medio	Casado	Sí
1779	27	F	Alto	Soltero	No
1780	46	M	Medio	Viudo	Sí
1781	47	M	Bajo	Casado	No
1782	55	M	Medio	Soltero	Sí
1783	50	F	Bajo	Divorciado	Sí
1784	50	M	Alto	Divorciado	Sí
1785	80	M	Bajo	Divorciado	No
1786	44	F	Alto	Soltero	Sí
1787	42	M	Medio	Soltero	Sí
1788	47	M	Alto	Casado	Sí
1789	48	M	Medio	Soltero	Sí
1790	52	F	Bajo	Casado	No
1791	44	M	Medio	Soltero	No
1792	50	M	Bajo	Divorciado	Sí
1793	30	F	Alto	Divorciado	Sí
1794	38	M	Medio	Casado	No
1795	48	M	Alto	Casado	Sí
1796	64	F	Bajo	Divorciado	No
1797	49	F	Bajo	Divorciado	No
1798	19	F	Bajo	Soltero	Sí
1799	25	F	Medio	Divorciado	Sí
1800	52	M	Medio	Soltero	Sí
1801	37	M	Bajo	Divorciado	Sí
1802	30	M	Medio	Divorciado	Sí
1803	51	F	Medio	Soltero	Sí
1804	68	F	Medio	Divorciado	No
1805	62	F	Medio	Casado	No
1806	18	F	Medio	Casado	Sí
1807	32	M	Medio	Divorciado	No
1808	30	F	Alto	Casado	Sí
1809	18	F	Bajo	Casado	Sí
1810	37	F	Medio	Divorciado	Sí
1811	40	M	Bajo	Divorciado	No
1812	40	M	Bajo	Casado	No
1813	30	M	Medio	Casado	Sí
1814	71	F	Bajo	Soltero	No
1815	41	F	Bajo	Casado	No
1816	46	F	Bajo	Viudo	No
1817	19	M	Bajo	Soltero	No
1818	42	M	Medio	Casado	Sí
1819	44	M	Medio	Viudo	Sí
1820	42	M	Alto	Casado	Sí
1821	47	M	Medio	Casado	No
1822	46	M	Medio	Casado	Sí
1823	20	F	Bajo	Casado	No
1824	60	F	Medio	Casado	Sí
1825	29	F	Alto	Divorciado	Sí
1826	31	F	Alto	Divorciado	Sí
1827	21	F	Medio	Soltero	No
1828	32	F	Medio	Divorciado	Sí
1829	52	F	Bajo	Soltero	Sí
1830	63	F	Bajo	Divorciado	No
1831	48	F	Alto	Casado	Sí
1832	65	M	Medio	Soltero	No
1833	36	M	Bajo	Soltero	Sí
1834	67	M	Bajo	Soltero	Sí
1835	29	F	Alto	Soltero	Sí
1836	59	M	Bajo	Casado	Sí
1837	42	F	Medio	Casado	Sí
1838	37	F	Medio	Soltero	Sí
1839	48	M	Medio	Casado	Sí
1840	44	M	Medio	Casado	Sí
1841	38	F	Alto	Soltero	No
1842	69	M	Alto	Divorciado	No
1843	49	M	Medio	Viudo	No
1844	34	F	Bajo	Casado	Sí
1845	36	F	Medio	Divorciado	Sí
1846	38	F	Alto	Divorciado	Sí
1847	67	F	Medio	Casado	Sí
1848	55	F	Medio	Viudo	No
1849	56	M	Bajo	Casado	Sí
1850	42	F	Medio	Divorciado	No
1851	45	F	Bajo	Viudo	No
1852	49	F	Medio	Soltero	Sí
1853	25	M	Medio	Casado	Sí
1854	43	F	Medio	Viudo	Sí
1855	40	F	Bajo	Soltero	Sí
1856	44	F	Bajo	Divorciado	Sí
1857	52	M	Bajo	Casado	No
1858	56	F	Medio	Viudo	Sí
1859	53	M	Bajo	Casado	No
1860	47	M	Medio	Viudo	Sí
1861	44	M	Medio	Soltero	No
1862	36	M	Medio	Divorciado	Sí
1863	33	M	Medio	Casado	Sí
1864	25	F	Bajo	Soltero	Sí
1865	50	F	Medio	Viudo	Sí
1866	77	F	Bajo	Casado	No
1867	55	F	Bajo	Casado	No
1868	69	F	Medio	Casado	No
1869	41	M	Medio	Casado	Sí
1870	22	F	Bajo	Soltero	No
1871	50	M	Bajo	Divorciado	No
1872	64	M	Medio	Viudo	No
1873	38	M	Medio	Casado	Sí
1874	54	M	Bajo	Viudo	No
1875	49	F	Alto	Casado	Sí
1876	43	F	Alto	Casado	Sí
1877	42	F	Medio	Casado	No
1878	37	M	Bajo	Soltero	No
1879	24	M	Bajo	Casado	Sí
1880	45	M	Bajo	Casado	Sí
1881	73	M	Medio	Casado	Sí
1882	45	M	Medio	Casado	Sí
1883	31	M	Alto	Divorciado	No
1884	41	F	Medio	Divorciado	No
1885	53	F	Bajo	Soltero	No
1886	45	F	Bajo	Casado	No
1887	51	F	Medio	Viudo	Sí
1888	78	F	Medio	Casado	No
1889	68	M	Medio	Casado	Sí
1890	33	M	Medio	Divorciado	Sí
1891	34	F	Bajo	Divorciado	Sí
1892	29	M	Bajo	Divorciado	No
1893	64	M	Medio	Casado	Sí
1894	53	M	Alto	Casado	Sí
1895	51	F	Bajo	Casado	No
1896	35	F	Medio	Casado	No
1897	80	M	Alto	Divorciado	Sí
1898	23	M	Alto	Soltero	No
1899	31	M	Medio	Divorciado	No
1900	56	M	Medio	Divorciado	No
1901	33	M	Bajo	Soltero	Sí
1902	23	F	Medio	Soltero	No
1903	25	F	Medio	Casado	Sí
1904	56	M	Alto	Casado	Sí
1905	57	M	Medio	Casado	Sí
1906	64	M	Medio	Soltero	No
1907	28	M	Bajo	Divorciado	No
1908	41	M	Medio	Divorciado	Sí
1909	35	M	Bajo	Divorciado	No
1910	55	F	Medio	Casado	No
1911	58	F	Bajo	Casado	No
1912	28	F	Medio	Casado	Sí
1913	57	F	Medio	Casado	Sí
1914	46	M	Alto	Casado	Sí
1915	60	F	Bajo	Viudo	Sí
1916	42	F	Bajo	Divorciado	Sí
1917	49	M	Bajo	Soltero	No
1918	55	M	Medio	Casado	Sí
1919	49	F	Bajo	Divorciado	Sí
1920	46	M	Bajo	Casado	Sí
1921	18	M	Bajo	Soltero	Sí
1922	58	F	Bajo	Casado	Sí
1923	80	F	Alto	Viudo	Sí
1924	57	M	Bajo	Casado	No
1925	37	F	Alto	Soltero	Sí
1926	32	F	Bajo	Soltero	No
1927	29	F	Medio	Soltero	No
1928	57	F	Medio	Soltero	No
1929	39	M	Medio	Casado	Sí
1930	49	F	Bajo	Divorciado	No
1931	18	F	Bajo	Soltero	Sí
1932	38	M	Medio	Divorciado	Sí
1933	69	M	Bajo	Casado	No
1934	44	M	Alto	Casado	Sí
1935	50	M	Bajo	Casado	Sí
1936	39	F	Medio	Casado	Sí
1937	30	F	Bajo	Divorciado	Sí
1938	35	M	Medio	Divorciado	No
1939	33	F	Bajo	Soltero	Sí
1940	36	F	Medio	Casado	No
1941	54	F	Medio	Divorciado	Sí
1942	51	F	Bajo	Viudo	Sí
1943	32	M	Medio	Casado	No
1944	39	M	Medio	Casado	No
1945	39	F	Medio	Soltero	No
1946	62	M	Medio	Casado	No
1947	24	F	Bajo	Casado	No
1948	44	M	Bajo	Divorciado	No
1949	22	F	Bajo	Soltero	No
1950	42	F	Medio	Divorciado	Sí
1951	31	M	Medio	Casado	No
1952	32	F	Medio	Divorciado	Sí
1953	37	M	Bajo	Casado	No
1954	36	F	Alto	Divorciado	Sí
1955	52	M	Medio	Divorciado	No
1956	57	F	Alto	Casado	Sí
1957	36	M	Bajo	Divorciado	No
1958	40	F	Bajo	Casado	No
1959	57	M	Bajo	Divorciado	No
1960	47	M	Medio	Divorciado	Sí
1961	48	F	Medio	Soltero	No
1962	47	M	Medio	Casado	Sí
1963	38	M	Medio	Divorciado	Sí
1964	41	F	Medio	Casado	Sí
1965	64	M	Medio	Divorciado	No
1966	31	F	Bajo	Casado	Sí
1967	59	M	Bajo	Soltero	No
1968	30	F	Bajo	Casado	Sí
1969	45	F	Bajo	Casado	Sí
1970	45	M	Medio	Divorciado	No
1971	49	F	Medio	Divorciado	No
1972	75	F	Alto	Viudo	Sí
1973	36	M	Medio	Divorciado	Sí
1974	60	F	Bajo	Casado	No
1975	50	F	Medio	Casado	Sí
1976	44	F	Bajo	Casado	No
1977	25	F	Alto	Casado	Sí
1978	40	M	Medio	Casado	Sí
1979	26	M	Medio	Casado	Sí
1980	32	M	Medio	Casado	No
1981	27	F	Medio	Casado	Sí
1982	49	F	Medio	Casado	Sí
1983	58	F	Bajo	Casado	No
1984	51	F	Medio	Divorciado	Sí
1985	18	F	Bajo	Soltero	No
1986	52	F	Bajo	Divorciado	Sí
1987	60	M	Bajo	Soltero	Sí
1988	31	F	Bajo	Casado	Sí
1989	65	M	Alto	Casado	Sí
1990	42	F	Medio	Divorciado	Sí
1991	41	M	Alto	Casado	No
1992	18	F	Bajo	Soltero	Sí
1993	48	M	Bajo	Divorciado	Sí
1994	34	M	Bajo	Soltero	No
1995	37	M	Medio	Divorciado	No
1996	48	F	Alto	Casado	No
1997	35	M	Medio	Casado	No
1998	63	F	Medio	Casado	Sí
1999	55	M	Bajo	Divorciado	No
2000	39	M	Medio	Divorciado	No
