customer_id,age,annual_income,spending_score,purchase_frequency,avg_order_value,days_since_last_purchase,preferred_category,payment_method,geographic_region
C0807,21,34647,100,21,17.84,37,Electronics,Bank_Transfer,Centro
C0808,49,61393,57,15,102.29,65,Home_Garden,Credit_Card,Norte
C0809,36,36559,85,19,38.36,37,Clothing,Debit_Card,Occidente
C0810,30,66033,82,21,115.99,33,Food,Credit_Card,Sur
C0811,18,25000,72,19,74.85,31,Books,Debit_Card,Centro
C0812,32,62175,85,19,99.86,36,Food,PayPal,Occidente
C0813,27,36607,75,18,48.86,56,Clothing,Cash,Centro
C0814,30,33826,91,22,74.43,24,Clothing,Credit_Card,Centro
C0815,44,61258,62,17,97.74,37,Home_Garden,PayPal,Norte
C0816,30,37608,90,20,47.53,21,Food,PayPal,Oriente
C0817,28,37653,81,23,54.75,11,Books,PayPal,Norte
C0818,41,60839,58,19,91.23,39,Food,Credit_Card,Oriente
C0819,46,52678,47,12,139.34,99,Beauty,Cash,Oriente
C0820,33,33627,66,21,53.55,44,Books,Cash,Oriente
C0821,34,56047,75,16,80.07,69,Luxury,Debit_Card,Norte
C0822,37,38711,73,19,75.86,43,Sports,Credit_Card,Occidente
C0823,34,51443,100,21,101.48,33,Beauty,Debit_Card,Oriente
C0824,65,70836,42,11,122.54,92,Clothing,Cash,Norte
C0825,25,46253,95,21,113.12,34,Electronics,Cash,Norte
C0826,50,58943,39,13,110.9,63,Electronics,Debit_Card,Centro
C0827,20,25000,100,25,61.53,33,Clothing,Bank_Transfer,Occidente
C0828,23,26663,84,24,38.44,61,Food,Debit_Card,Occidente
C0829,44,64055,61,18,86.01,40,Beauty,PayPal,Centro
C0830,20,25000,100,25,17.7,21,Clothing,PayPal,Sur
C0831,23,25000,92,25,39.71,6,Sports,Credit_Card,Oriente
C0832,36,33899,71,20,35.23,37,Beauty,PayPal,Occidente
C0833,25,55648,50,9,69.96,70,Luxury,Cash,Sur
C0834,38,77329,96,22,140.32,62,Sports,Credit_Card,Centro
C0835,34,49014,66,13,122.46,67,Luxury,Bank_Transfer,Centro
C0836,39,34281,64,18,116.12,71,Beauty,Bank_Transfer,Centro
C0837,37,65166,69,20,85.58,34,Luxury,Cash,Occidente
C0838,37,45909,88,24,61.67,27,Food,Bank_Transfer,Centro
C0839,49,64265,39,13,159.83,73,Home_Garden,Credit_Card,Centro
C0840,28,57717,91,25,65.28,4,Books,Cash,Centro
C0841,37,56369,56,13,92.4,47,Home_Garden,Credit_Card,Oriente
C0842,38,48928,72,13,92.8,64,Clothing,Credit_Card,Sur
C0843,28,43791,63,20,86.66,38,Luxury,Bank_Transfer,Oriente
C0844,46,86232,58,15,212.38,71,Electronics,Credit_Card,Norte
C0845,39,66917,64,16,112.66,31,Home_Garden,Cash,Oriente
C0846,41,78661,50,15,122.74,84,Home_Garden,Credit_Card,Occidente
C0847,24,47488,83,25,128.27,4,Sports,Cash,Sur
C0848,26,34095,100,19,54.97,57,Food,Cash,Centro
C0849,23,37395,100,20,80.21,42,Food,PayPal,Oriente
C0850,47,62438,53,16,125.13,77,Sports,Cash,Norte
C0851,43,46488,50,12,105.82,71,Electronics,Credit_Card,Centro
C0852,49,48204,66,13,98.56,79,Clothing,Credit_Card,Norte
C0853,65,90906,32,7,163.02,89,Beauty,PayPal,Occidente
C0854,40,58366,64,15,136.21,53,Home_Garden,Bank_Transfer,Sur
C0855,41,69164,62,19,163.75,59,Sports,Credit_Card,Norte
C0856,36,51415,63,16,128.55,42,Clothing,Debit_Card,Oriente
C0857,25,37923,70,16,90.88,73,Luxury,Bank_Transfer,Sur
C0858,28,37434,92,20,97.62,32,Books,PayPal,Norte
C0859,31,45526,96,23,116.46,1,Home_Garden,Bank_Transfer,Occidente
C0860,23,30636,100,25,102.44,30,Food,Debit_Card,Centro
C0861,18,25000,100,25,1.92,8,Books,Debit_Card,Norte
C0862,29,39454,78,21,82.58,19,Beauty,PayPal,Sur
C0863,32,55555,77,25,131.61,21,Food,Bank_Transfer,Occidente
C0864,25,26098,100,25,54.06,4,Food,Debit_Card,Norte
C0865,25,31149,100,24,40.46,31,Beauty,Cash,Sur
C0866,18,25000,69,18,38.86,26,Sports,Bank_Transfer,Sur
C0867,37,61860,85,20,135.78,25,Sports,Debit_Card,Norte
C0868,28,47933,82,17,101.11,57,Luxury,Cash,Sur
C0869,31,46012,76,19,54.65,45,Luxury,Cash,Centro
C0870,42,55325,62,16,112.59,31,Home_Garden,Bank_Transfer,Centro
C0871,32,26185,89,21,97.55,45,Clothing,Credit_Card,Occidente
C0872,42,74274,70,14,147.56,42,Electronics,Credit_Card,Norte
C0873,50,75572,39,10,174.49,85,Clothing,Cash,Centro
C0874,43,74886,86,20,152.04,21,Home_Garden,Bank_Transfer,Oriente
C0875,57,98716,27,8,155.08,103,Home_Garden,Credit_Card,Norte
C0876,39,37393,98,24,61.95,29,Sports,Debit_Card,Sur
C0877,56,78291,11,2,173.87,97,Electronics,PayPal,Sur
C0878,36,48188,51,14,139.59,45,Clothing,Debit_Card,Oriente
C0879,39,69994,80,20,137.3,15,Beauty,Credit_Card,Occidente
C0880,30,27199,100,25,-9.07,1,Books,PayPal,Sur
C0881,40,85202,87,22,147.21,41,Beauty,Credit_Card,Oriente
C0882,18,25000,100,25,72.92,39,Clothing,Debit_Card,Sur
C0883,24,38937,100,24,34.22,25,Beauty,Credit_Card,Oriente
C0884,31,25000,85,18,26.84,78,Sports,Debit_Card,Centro
C0885,41,66088,74,12,115.67,68,Clothing,PayPal,Sur
C0886,33,48588,57,9,69.97,72,Food,Bank_Transfer,Oriente
C0887,29,30701,93,25,57.75,32,Home_Garden,Credit_Card,Oriente
C0888,51,70316,66,14,146.4,58,Beauty,Bank_Transfer,Centro
C0889,25,26054,91,23,27.42,37,Clothing,Bank_Transfer,Occidente
C0890,50,93358,68,17,188.68,57,Beauty,Debit_Card,Norte
C0891,18,46091,88,25,118.64,22,Beauty,Bank_Transfer,Sur
C0892,23,32884,89,25,107.84,41,Luxury,Bank_Transfer,Oriente
C0893,18,25000,100,22,27.21,48,Beauty,Credit_Card,Norte
C0894,29,55253,77,21,97.56,35,Books,PayPal,Occidente
C0895,28,45554,93,25,129.73,34,Food,PayPal,Centro
C0896,33,53833,53,11,113.72,87,Beauty,Credit_Card,Sur
C0897,37,82865,90,17,193.96,51,Food,Cash,Sur
C0898,20,37087,96,25,143.18,18,Electronics,Bank_Transfer,Norte
C0899,65,70085,7,1,87.77,97,Sports,PayPal,Centro
C0900,23,25000,79,22,59.46,37,Food,Debit_Card,Oriente
C0901,18,52858,100,23,58.62,43,Food,PayPal,Norte
C0902,29,45806,85,22,127.93,41,Clothing,Cash,Occidente
C0903,20,31796,100,25,78.38,26,Books,Credit_Card,Norte
C0904,18,52994,99,25,100.85,1,Sports,Credit_Card,Centro
C0905,37,25218,76,21,76.27,44,Home_Garden,Credit_Card,Occidente
C0906,33,43067,59,13,36.03,91,Home_Garden,Debit_Card,Sur
C0907,48,82430,46,8,152.57,73,Home_Garden,Credit_Card,Norte
C0908,56,89973,20,2,187.63,126,Home_Garden,Credit_Card,Centro
C0909,47,33596,54,19,101.14,63,Beauty,Credit_Card,Sur
C0910,41,60794,60,20,140.86,16,Sports,Bank_Transfer,Oriente
C0911,44,53229,41,11,148.29,71,Beauty,Bank_Transfer,Oriente
C0912,28,31922,67,21,119.13,42,Luxury,PayPal,Norte
C0913,25,25000,90,25,46.83,17,Books,Bank_Transfer,Occidente
C0914,27,31559,84,22,77.61,50,Books,Credit_Card,Oriente
C0915,18,25000,100,25,56.67,17,Beauty,Cash,Occidente
C0916,22,37821,89,20,43.91,22,Electronics,Credit_Card,Sur
C0917,47,35208,76,20,59.04,38,Books,PayPal,Norte
C0918,52,43181,45,15,88.85,72,Clothing,Cash,Oriente
C0919,39,59899,76,18,143.27,62,Clothing,Bank_Transfer,Centro
C0920,34,33871,72,18,39.74,41,Sports,Credit_Card,Oriente
C0921,22,46472,90,24,30.32,30,Beauty,Credit_Card,Norte
C0922,30,29049,100,21,38.86,30,Electronics,PayPal,Norte
C0923,42,79438,85,20,152.5,39,Clothing,PayPal,Sur
C0924,29,36726,92,22,99.48,15,Clothing,Cash,Sur
C0925,32,53328,100,22,65.47,42,Electronics,PayPal,Norte
C0926,20,25000,100,25,17.4,34,Books,Cash,Oriente
C0927,34,31216,67,23,82.71,38,Electronics,Debit_Card,Norte
C0928,21,37531,97,25,73.21,27,Books,Debit_Card,Occidente
C0929,34,38151,76,22,48.36,27,Sports,Bank_Transfer,Sur
C0930,28,31851,88,21,43.45,57,Food,Credit_Card,Norte
C0931,33,60046,58,18,94.14,36,Food,PayPal,Norte
C0932,19,34189,88,20,51.15,49,Books,Cash,Sur
C0933,27,26600,100,20,49.97,33,Clothing,Credit_Card,Norte
C0934,53,56606,34,10,55.65,86,Electronics,Cash,Norte
C0935,22,34387,100,25,102.61,14,Books,Bank_Transfer,Oriente
C0936,41,63494,65,16,118.41,53,Sports,Credit_Card,Oriente
C0937,22,37041,100,25,86.86,10,Home_Garden,Bank_Transfer,Norte
C0938,21,25000,94,22,-9.84,46,Sports,PayPal,Sur
C0939,18,32913,98,20,65.35,59,Electronics,PayPal,Occidente
C0940,34,60075,89,22,122.68,1,Beauty,Cash,Occidente
C0941,43,48470,62,14,64.48,66,Sports,Debit_Card,Norte
C0942,31,29247,100,23,69.54,62,Food,Credit_Card,Occidente
C0943,46,77953,78,19,98.81,47,Beauty,Cash,Occidente
C0944,55,71410,52,12,123.5,68,Beauty,Debit_Card,Sur
C0945,60,90073,40,10,163.57,49,Home_Garden,Cash,Norte
C0946,20,53412,99,25,100.64,7,Electronics,PayPal,Sur
C0947,46,52793,62,13,109.79,62,Beauty,Credit_Card,Sur
C0948,51,82274,46,12,157.05,81,Electronics,Debit_Card,Sur
C0949,19,33725,89,25,87.91,23,Clothing,Credit_Card,Occidente
C0950,18,28709,100,25,70.9,13,Books,Credit_Card,Occidente
C0951,51,90479,79,20,176.27,34,Food,Debit_Card,Occidente
C0952,18,30698,86,19,116.72,16,Food,Credit_Card,Norte
C0953,37,49809,72,20,85.31,49,Food,Credit_Card,Sur
C0954,39,57641,87,19,134.3,59,Clothing,Bank_Transfer,Norte
C0955,29,31439,87,23,78.33,32,Luxury,Debit_Card,Centro
C0956,41,79227,61,11,164.26,102,Books,Bank_Transfer,Centro
C0957,45,71317,47,11,208.16,97,Luxury,Credit_Card,Norte
C0958,32,51563,100,23,163.85,39,Luxury,PayPal,Sur
C0959,39,53261,51,15,103.61,59,Electronics,Bank_Transfer,Norte
C0960,45,34853,71,19,32.3,36,Books,Cash,Sur
C0961,23,39251,87,24,70.8,21,Food,PayPal,Centro
C0962,45,35007,56,13,80.3,58,Books,Cash,Centro
C0963,40,37952,80,21,57.4,17,Beauty,Cash,Sur
C0964,37,53425,86,16,133.37,59,Clothing,Debit_Card,Occidente
C0965,39,63674,57,13,65.69,79,Electronics,Cash,Norte
C0966,33,51275,65,18,79.44,49,Books,PayPal,Norte
C0967,29,34140,70,20,86.81,59,Books,Bank_Transfer,Oriente
C0968,40,44652,69,23,66.43,11,Food,Credit_Card,Occidente
C0969,41,48766,69,16,98.97,61,Beauty,PayPal,Centro
C0970,18,28113,100,21,2.56,22,Food,Debit_Card,Centro
C0971,47,70405,56,12,157.81,60,Electronics,Bank_Transfer,Centro
C0972,32,35837,72,23,58.4,55,Clothing,Debit_Card,Norte
C0973,24,25000,97,25,52.91,1,Beauty,PayPal,Centro
C0974,38,38318,44,10,98.7,97,Luxury,Bank_Transfer,Occidente
C0975,23,25000,66,25,45.65,51,Home_Garden,Bank_Transfer,Occidente
C0976,51,74618,20,5,126.94,112,Electronics,Bank_Transfer,Centro
C0977,29,35295,100,25,62.81,11,Luxury,Credit_Card,Occidente
C0978,20,29481,96,20,44.63,40,Clothing,Credit_Card,Oriente
C0979,36,37030,82,20,83.42,40,Home_Garden,Debit_Card,Oriente
C0980,24,39082,100,22,136.83,50,Books,Bank_Transfer,Sur
C0981,35,39193,68,15,87.97,47,Home_Garden,Credit_Card,Sur
C0982,26,25000,78,22,-7.67,36,Home_Garden,Credit_Card,Occidente
C0983,19,38680,100,25,36.67,36,Home_Garden,Debit_Card,Centro
C0984,33,43768,74,14,83.81,74,Luxury,Bank_Transfer,Occidente
C0985,27,38283,85,15,77.1,84,Electronics,Bank_Transfer,Norte
C0986,33,53202,70,18,160.98,52,Food,Bank_Transfer,Oriente
C0987,30,33977,62,15,94.77,67,Beauty,PayPal,Norte
C0988,34,61169,89,19,92.69,53,Food,Cash,Oriente
C0989,48,66969,75,22,111.58,35,Electronics,Bank_Transfer,Sur
C0990,47,35507,59,14,53.59,21,Home_Garden,Debit_Card,Oriente
C0991,38,74394,49,14,123.82,33,Sports,Cash,Oriente
C0992,34,54236,52,16,132.42,100,Clothing,Bank_Transfer,Sur
C0993,40,84584,73,18,191.23,43,Home_Garden,Debit_Card,Centro
C0994,32,40823,94,21,69.84,25,Home_Garden,Debit_Card,Oriente
C0995,49,62920,76,22,183.36,9,Electronics,Bank_Transfer,Oriente
C0996,19,59486,100,25,74.52,24,Clothing,Cash,Sur
C0997,49,78849,54,14,205.49,61,Home_Garden,Bank_Transfer,Occidente
C0998,18,48218,85,21,56.46,30,Food,Cash,Occidente
C0999,39,59976,77,19,66.4,50,Luxury,Debit_Card,Occidente
C1000,18,37346,89,24,22.85,47,Clothing,Bank_Transfer,Norte
C1001,21,39671,100,25,106.11,45,Electronics,Debit_Card,Centro
C1002,30,57817,57,12,75.97,88,Beauty,Cash,Sur
C1003,40,25213,56,10,83.89,68,Books,Debit_Card,Sur
C1004,36,38426,69,21,42.32,52,Food,Cash,Occidente
C1005,18,32934,86,22,-1.48,45,Clothing,PayPal,Sur
C1006,26,26088,88,25,120.54,5,Luxury,Credit_Card,Sur
C1007,33,27353,93,24,63.14,20,Clothing,Credit_Card,Oriente
C1008,54,76187,25,8,155.44,91,Luxury,Bank_Transfer,Oriente
C1009,29,51661,73,22,88.62,58,Electronics,Cash,Occidente
C1010,18,45243,100,25,117.24,8,Luxury,Cash,Norte
C1011,29,54755,59,16,135.91,62,Books,Cash,Occidente
C1012,26,52363,91,20,169.43,56,Beauty,Debit_Card,Occidente
C1013,18,25000,100,21,77.44,28,Clothing,Cash,Centro
C1014,28,31994,91,25,48.91,15,Clothing,PayPal,Centro
C1015,18,25072,94,25,85.75,12,Sports,Credit_Card,Occidente
C1016,37,60548,56,15,129.68,76,Beauty,Debit_Card,Sur
C1017,38,60737,56,16,90.43,25,Sports,Cash,Oriente
C1018,28,59929,75,21,126.72,37,Food,Bank_Transfer,Occidente
C1019,43,65774,82,19,160.37,26,Home_Garden,Credit_Card,Oriente
C1020,24,41686,100,25,112.27,34,Books,PayPal,Oriente
C1021,42,93645,60,17,203.36,74,Beauty,Cash,Norte
C1022,49,32135,56,13,65.81,62,Books,Credit_Card,Centro
C1023,43,50264,74,15,90.46,26,Clothing,Debit_Card,Centro
C1024,44,79227,44,11,162.32,94,Electronics,Bank_Transfer,Norte
C1025,37,45076,56,13,55.79,77,Home_Garden,Debit_Card,Centro
C1026,43,29849,79,12,66.15,55,Luxury,Credit_Card,Sur
C1027,18,25000,96,22,81.58,58,Luxury,Cash,Oriente
C1028,33,61199,90,25,115.97,43,Electronics,Cash,Sur
C1029,18,25000,100,24,41.81,8,Clothing,Debit_Card,Sur
C1030,35,56342,70,15,107.27,57,Sports,Debit_Card,Norte
C1031,28,25000,100,22,71.54,31,Beauty,Bank_Transfer,Oriente
C1032,40,53841,71,18,112.03,44,Sports,Credit_Card,Norte
C1033,46,52560,52,17,85.56,48,Books,Bank_Transfer,Sur
C1034,45,64472,42,10,162.21,73,Luxury,PayPal,Sur
C1035,59,87467,50,9,179.51,56,Food,Credit_Card,Sur
C1036,36,59649,67,22,116.78,36,Beauty,PayPal,Oriente
C1037,51,67282,63,13,166.51,67,Food,PayPal,Occidente
C1038,30,58929,64,16,158.41,57,Food,Credit_Card,Sur
C1039,60,73696,33,9,156.67,91,Luxury,Bank_Transfer,Oriente
C1040,46,53546,47,9,98.97,85,Beauty,Debit_Card,Oriente
C1041,34,61515,69,22,164.9,44,Books,Bank_Transfer,Oriente
C1042,51,79490,64,14,156.89,60,Home_Garden,Bank_Transfer,Occidente
C1043,24,27162,100,25,29,34,Clothing,Bank_Transfer,Occidente
C1044,26,25000,74,19,111.03,40,Luxury,Bank_Transfer,Norte
C1045,57,95793,37,14,217.22,65,Clothing,Credit_Card,Occidente
C1046,39,44443,88,25,59.74,40,Luxury,Cash,Centro
C1047,29,25000,74,16,63.07,41,Books,PayPal,Oriente
C1048,42,67045,87,23,107.14,38,Home_Garden,Cash,Occidente
C1049,33,48576,70,20,80.22,33,Food,Cash,Centro
C1050,44,65107,63,18,110.96,50,Books,PayPal,Sur
C1051,28,28020,90,21,44.09,38,Luxury,Debit_Card,Centro
C1052,58,85366,50,11,189.18,66,Clothing,PayPal,Oriente
C1053,30,45611,46,11,40.08,73,Beauty,PayPal,Norte
C1054,53,79982,66,18,210.07,61,Luxury,Cash,Centro
C1055,33,45972,80,22,99.77,28,Food,Bank_Transfer,Sur
C1056,29,25000,85,25,92.77,30,Beauty,Credit_Card,Sur
C1057,42,60869,75,20,144.17,48,Beauty,Debit_Card,Occidente
C1058,40,48003,66,15,78.87,33,Clothing,Credit_Card,Oriente
C1059,34,25000,95,21,61.1,54,Books,Bank_Transfer,Centro
C1060,55,68938,45,13,119.38,60,Beauty,Debit_Card,Centro
C1061,38,29477,45,9,71.84,66,Home_Garden,Bank_Transfer,Sur
C1062,41,52670,71,14,87.59,55,Food,PayPal,Sur
C1063,25,35924,96,25,82.67,58,Clothing,Debit_Card,Occidente
C1064,31,51393,44,9,103.49,108,Clothing,PayPal,Norte
C1065,37,61323,67,18,92.38,73,Clothing,Debit_Card,Norte
C1066,21,29617,88,24,72.49,17,Home_Garden,Bank_Transfer,Norte
C1067,35,57463,100,24,145.55,41,Beauty,Bank_Transfer,Sur
C1068,50,63498,54,17,128.49,46,Books,Credit_Card,Oriente
C1069,43,86955,80,21,179.29,29,Books,Bank_Transfer,Sur
C1070,44,49795,75,17,101.93,27,Sports,Credit_Card,Centro
C1071,37,76348,67,17,149.91,40,Books,Credit_Card,Centro
C1072,31,47806,98,20,111.33,43,Home_Garden,PayPal,Oriente
C1073,45,56402,67,18,156.99,47,Sports,Cash,Occidente
C1074,24,30797,94,21,68.9,26,Sports,Bank_Transfer,Sur
C1075,54,96156,59,13,176.2,52,Sports,Bank_Transfer,Oriente
C1076,27,39329,67,18,84.43,46,Electronics,PayPal,Centro
C1077,33,50492,52,15,51.92,58,Electronics,Cash,Oriente
C1078,21,29500,95,25,3.71,48,Clothing,Debit_Card,Oriente
C1079,60,104902,31,9,142.89,89,Clothing,Bank_Transfer,Oriente
C1080,39,41000,77,16,108.58,80,Food,Debit_Card,Centro
C1081,23,41624,100,24,39.95,17,Books,Credit_Card,Sur
C1082,32,54943,85,24,190.17,10,Food,PayPal,Norte
C1083,22,32380,78,17,30.31,40,Clothing,PayPal,Oriente
C1084,23,45477,90,18,96.11,48,Luxury,Bank_Transfer,Oriente
C1085,29,53730,100,25,66.09,8,Clothing,Bank_Transfer,Oriente
C1086,41,70044,75,20,145.05,66,Sports,Bank_Transfer,Occidente
C1087,47,37501,84,20,102.59,32,Home_Garden,Cash,Centro
C1088,50,66993,54,13,112.68,51,Luxury,Cash,Occidente
C1089,18,25000,71,22,91.58,16,Clothing,PayPal,Sur
C1090,41,72602,53,14,109.62,67,Books,PayPal,Sur
C1091,48,63086,75,15,148.65,48,Food,Credit_Card,Norte
C1092,24,55467,100,25,148.89,1,Electronics,Debit_Card,Norte
C1093,19,43031,100,24,148.55,6,Books,Cash,Sur
C1094,37,54975,69,15,86.59,58,Clothing,Credit_Card,Norte
C1095,20,30085,100,25,89.13,1,Beauty,PayPal,Sur
C1096,36,25000,78,23,11.5,13,Electronics,Bank_Transfer,Centro
C1097,34,49661,87,14,107.5,42,Food,Cash,Oriente
C1098,19,25000,100,25,57.78,34,Books,Cash,Norte
C1099,18,33367,100,25,86.83,18,Sports,Bank_Transfer,Oriente
C1100,36,62217,74,18,162.23,53,Electronics,PayPal,Oriente
C1101,19,43934,88,25,87.02,5,Sports,Credit_Card,Centro
C1102,48,38287,50,10,93.8,79,Sports,Cash,Norte
C1103,38,56141,85,25,74.88,9,Electronics,Cash,Oriente
C1104,27,57925,85,21,125.03,43,Books,Debit_Card,Oriente
C1105,48,67232,62,11,159.99,102,Food,Credit_Card,Norte
C1106,45,57017,43,14,153.25,83,Luxury,PayPal,Oriente
C1107,37,54402,37,13,83.73,67,Electronics,PayPal,Occidente
C1108,46,53703,68,16,116.12,24,Beauty,Cash,Centro
C1109,28,25000,90,22,59.58,31,Electronics,Debit_Card,Oriente
C1110,26,48214,90,22,79.75,15,Books,Debit_Card,Norte
C1111,31,56874,87,24,80.87,42,Sports,Debit_Card,Oriente
C1112,46,89166,63,15,205.27,92,Books,PayPal,Sur
C1113,45,53450,34,9,73.15,63,Home_Garden,Bank_Transfer,Centro
C1114,42,73902,54,19,112.56,46,Home_Garden,Bank_Transfer,Occidente
C1115,36,39110,63,13,131.6,67,Clothing,Credit_Card,Norte
C1116,36,56543,98,24,124.39,11,Books,PayPal,Occidente
C1117,18,55058,100,20,96.77,23,Books,Cash,Sur
C1118,20,30737,100,25,59.83,30,Sports,PayPal,Sur
C1119,23,32638,84,25,41.08,34,Home_Garden,Debit_Card,Oriente
C1120,38,62895,69,17,140.84,72,Home_Garden,Bank_Transfer,Centro
C1121,26,43645,100,23,55.47,29,Beauty,Debit_Card,Sur
C1122,21,49211,98,21,113.25,50,Sports,Bank_Transfer,Norte
C1123,21,47034,64,16,64.96,65,Electronics,Credit_Card,Centro
C1124,34,69349,48,15,150.13,82,Electronics,Credit_Card,Oriente
C1125,46,49577,55,16,124.72,60,Food,Cash,Sur
C1126,51,48919,46,8,79.03,93,Books,Bank_Transfer,Oriente
C1127,27,37608,70,10,100.83,67,Electronics,Credit_Card,Oriente
C1128,20,36928,100,25,95.48,18,Books,Credit_Card,Occidente
C1129,30,41294,46,8,93.32,98,Sports,Bank_Transfer,Sur
C1130,44,68979,47,19,131.11,37,Clothing,Credit_Card,Sur
C1131,36,25000,65,20,79.5,24,Sports,PayPal,Oriente
C1132,41,83132,62,13,168.47,61,Beauty,Cash,Norte
C1133,39,53748,100,25,120.16,47,Clothing,PayPal,Centro
C1134,18,62715,100,25,136.69,7,Clothing,Bank_Transfer,Centro
C1135,18,26483,100,25,66.87,8,Food,PayPal,Sur
C1136,38,42619,98,24,112.91,25,Luxury,Bank_Transfer,Centro
C1137,37,57515,50,12,116.41,78,Clothing,Debit_Card,Norte
C1138,44,67766,44,3,140.72,113,Beauty,Cash,Norte
C1139,32,33210,65,14,92.09,47,Luxury,PayPal,Norte
C1140,29,25000,89,22,35.86,27,Beauty,Debit_Card,Occidente
C1141,40,89441,65,14,204.44,71,Clothing,Credit_Card,Occidente
C1142,35,60219,70,13,134.42,65,Electronics,Credit_Card,Centro
C1143,35,56298,72,22,96.73,12,Books,Credit_Card,Occidente
C1144,23,25000,80,19,31.85,54,Books,Credit_Card,Norte
C1145,52,70088,59,18,97.56,46,Luxury,Cash,Oriente
C1146,38,56638,63,17,124.9,56,Luxury,Bank_Transfer,Occidente
C1147,53,85342,29,3,144.26,126,Luxury,Debit_Card,Sur
C1148,45,52564,43,6,96.73,91,Home_Garden,Bank_Transfer,Occidente
C1149,30,70387,100,22,133.6,60,Books,Debit_Card,Oriente
C1150,48,56416,74,21,128.94,40,Luxury,Credit_Card,Norte
C1151,33,64336,74,21,138.78,50,Luxury,Credit_Card,Centro
C1152,44,63387,47,14,130.24,52,Food,Cash,Occidente
C1153,32,42371,99,24,108.49,32,Home_Garden,Bank_Transfer,Oriente
C1154,47,25000,51,7,45.85,86,Beauty,Cash,Sur
C1155,32,49696,56,20,90.24,35,Food,Bank_Transfer,Sur
C1156,18,44877,100,25,80.97,8,Sports,Bank_Transfer,Oriente
C1157,42,57976,79,24,132.56,25,Food,Bank_Transfer,Occidente
C1158,42,42611,65,12,126.15,65,Luxury,Cash,Occidente
C1159,60,87127,57,11,128.82,83,Beauty,Debit_Card,Sur
C1160,32,43172,70,21,73.7,35,Luxury,Credit_Card,Centro
C1161,20,25000,78,19,64.72,28,Books,PayPal,Oriente
C1162,18,29510,100,22,54.54,52,Clothing,Credit_Card,Occidente
C1163,18,43510,100,19,74.86,44,Electronics,Bank_Transfer,Norte
C1164,44,73649,62,16,137,67,Food,Cash,Centro
C1165,18,25717,94,21,52.63,50,Books,Credit_Card,Sur
C1166,18,48282,90,18,57.5,50,Beauty,Bank_Transfer,Norte
C1167,18,28358,81,22,33.16,25,Home_Garden,PayPal,Norte
C1168,34,25000,77,19,34.66,40,Clothing,Cash,Centro
C1169,44,56732,49,10,74.73,91,Clothing,Bank_Transfer,Occidente
C1170,31,58252,100,25,100.09,1,Food,Bank_Transfer,Oriente
C1171,27,61890,87,24,63.5,16,Sports,PayPal,Sur
C1172,28,54981,100,25,85.87,9,Beauty,Debit_Card,Sur
C1173,29,48693,100,24,68.29,22,Clothing,Credit_Card,Centro
C1174,23,25000,79,19,42.04,52,Home_Garden,Credit_Card,Sur
C1175,60,96421,27,7,201.26,64,Luxury,Credit_Card,Sur
C1176,41,46526,65,17,123.74,74,Sports,PayPal,Oriente
C1177,29,44725,76,15,81.34,44,Clothing,Credit_Card,Sur
C1178,41,33988,54,15,39.41,73,Clothing,Cash,Occidente
C1179,43,73160,81,20,136.41,13,Electronics,Bank_Transfer,Oriente
C1180,22,25000,100,24,62.08,25,Clothing,PayPal,Centro
C1181,31,47849,73,14,63.92,43,Books,Debit_Card,Centro
C1182,19,25000,83,22,40.73,18,Clothing,Cash,Centro
C1183,33,45701,75,23,73.47,35,Sports,Debit_Card,Oriente
C1184,29,39487,78,18,54.86,51,Books,PayPal,Norte
C1185,26,49111,77,18,121.04,42,Clothing,Debit_Card,Sur
C1186,49,71715,48,10,167.32,77,Clothing,Debit_Card,Centro
C1187,35,47620,82,17,78.08,57,Home_Garden,Cash,Occidente
C1188,42,53161,48,7,120.16,89,Beauty,PayPal,Centro
C1189,34,68846,90,24,186.36,23,Food,Bank_Transfer,Centro
C1190,24,69458,67,11,181.81,60,Food,PayPal,Sur
C1191,33,59133,29,6,117.8,92,Luxury,PayPal,Centro
C1192,26,50046,80,23,120.8,13,Books,Cash,Centro
C1193,49,25000,36,13,51.47,86,Sports,Cash,Occidente
C1194,29,46726,98,23,41.77,24,Home_Garden,Bank_Transfer,Sur
C1195,52,65319,61,21,123.41,9,Luxury,Cash,Sur
C1196,28,26115,60,17,45.84,29,Food,Credit_Card,Norte
C1197,24,41583,100,22,54.26,62,Books,PayPal,Centro
C1198,26,33814,91,25,96.27,7,Clothing,Bank_Transfer,Oriente
C1199,41,72213,68,17,138.15,64,Beauty,Cash,Centro
C1200,35,62345,45,8,115.77,105,Books,Debit_Card,Centro
C1201,33,44850,100,20,123.94,21,Home_Garden,Credit_Card,Norte
C1202,46,93984,59,13,241.06,68,Luxury,Debit_Card,Oriente
C1203,28,47588,91,25,41.13,20,Luxury,Debit_Card,Sur
C1204,18,25000,100,25,90.45,10,Electronics,Debit_Card,Oriente
C1205,45,59121,46,8,100.59,106,Clothing,Cash,Centro
C1206,25,42521,68,19,34.04,48,Sports,Debit_Card,Oriente
C1207,48,25000,55,13,117.67,67,Luxury,Debit_Card,Norte
C1208,29,29256,51,11,72.65,79,Beauty,Credit_Card,Norte
C1209,24,25000,90,23,78.83,1,Food,Debit_Card,Oriente
C1210,36,57755,91,24,73.83,19,Home_Garden,Credit_Card,Occidente
