ID Visita,País,Dispositivo,Tiempo en la Página (segundos),Páginas Vistas,¿Realizó Compra?
1603,Colombia,Móvil,692,6,No
1604,España,Móvil,238,4,No
1605,Colombia,Móvil,425,6,No
1606,México,Móvil,152,2,No
1607,México,PC,36,1,No
1608,Perú,Móvil,237,4,No
1609,Uruguay,Móvil,40,3,No
1610,México,Móvil,188,2,No
1611,México,Móvil,331,4,No
1612,Colombia,Móvil,82,3,No
1613,Colombia,Móvil,613,8,No
1614,España,Móvil,27,3,No
1615,México,PC,333,3,No
1616,Colombia,Móvil,323,4,No
1617,Ecuador,PC,86,3,No
1618,España,PC,514,6,No
1619,Ecuador,Móvil,772,9,No
1620,Colombia,Móvil,15,2,No
1621,Estados Unidos,PC,60,2,No
1622,Estados Unidos,Móvil,1336,14,Sí
1623,España,Tablet,15,1,No
1624,Colombia,PC,553,5,No
1625,España,Móvil,1046,10,No
1626,México,Móvil,29,2,No
1627,España,PC,16,2,No
1628,Argentina,PC,232,2,No
1629,Colombia,Móvil,553,7,No
1630,México,Móvil,238,2,No
1631,Colombia,PC,738,9,No
1632,Colombia,PC,1800,15,No
1633,Estados Unidos,Móvil,15,1,No
1634,Colombia,PC,167,2,No
1635,México,PC,320,4,No
1636,Colombia,Móvil,51,2,No
1637,Brasil,PC,35,2,No
1638,Colombia,PC,286,4,Sí
1639,Colombia,Móvil,372,6,No
1640,México,Móvil,200,2,No
1641,Uruguay,PC,321,5,No
1642,Estados Unidos,Móvil,967,11,Sí
1643,Venezuela,Móvil,895,10,No
1644,Ecuador,Tablet,266,4,No
1645,Colombia,Móvil,80,3,No
1646,México,PC,210,4,No
1647,Venezuela,PC,56,3,No
1648,México,Móvil,122,4,No
1649,Perú,Móvil,201,2,No
1650,Colombia,Móvil,320,4,No
1651,Estados Unidos,Móvil,187,2,No
1652,España,Móvil,153,2,No
1653,España,Móvil,559,6,Sí
1654,Estados Unidos,Móvil,1377,14,No
1655,Colombia,PC,330,4,Sí
1656,España,PC,190,2,Sí
1657,México,PC,15,1,Sí
1658,Perú,Móvil,36,2,Sí
1659,México,Móvil,134,2,No
1660,México,PC,1392,14,No
1661,España,PC,549,7,No
1662,Colombia,Móvil,15,2,No
1663,Argentina,Tablet,220,3,No
1664,México,Móvil,158,4,No
1665,España,PC,34,2,No
1666,México,Móvil,102,1,No
1667,Argentina,Móvil,459,5,No
1668,España,Móvil,132,2,No
1669,Argentina,Móvil,128,3,No
1670,Perú,PC,172,2,No
1671,México,PC,253,3,No
1672,Alemania,Móvil,15,3,No
1673,España,Móvil,240,5,Sí
1674,España,Móvil,150,4,No
1675,España,Tablet,900,8,No
1676,España,Móvil,114,1,Sí
1677,México,PC,16,1,Sí
1678,Colombia,Móvil,312,5,Sí
1679,México,Móvil,202,3,No
1680,Perú,Móvil,466,5,No
1681,Argentina,Tablet,212,3,No
1682,Colombia,Móvil,513,7,No
1683,Colombia,PC,411,4,No
1684,Estados Unidos,Móvil,362,6,No
1685,Argentina,Móvil,115,3,No
1686,España,Móvil,511,5,No
1687,Colombia,Móvil,95,1,No
1688,Francia,Móvil,474,6,No
1689,Estados Unidos,Móvil,248,3,Sí
1690,Colombia,Móvil,108,2,No
1691,Colombia,Móvil,299,4,No
1692,México,Móvil,127,3,No
1693,México,Tablet,325,4,Sí
1694,España,Móvil,516,7,Sí
1695,Perú,Móvil,247,5,No
1696,Estados Unidos,Móvil,70,3,No
1697,España,PC,234,2,No
1698,España,Tablet,453,6,Sí
1699,Colombia,Móvil,65,1,No
1700,Chile,Móvil,642,6,No
1701,Chile,Tablet,185,4,No
1702,Colombia,Móvil,299,4,No
1703,México,Móvil,64,1,No
1704,España,PC,59,1,No
1705,México,Móvil,68,1,Sí
1706,España,Móvil,92,3,No
1707,España,Móvil,711,8,No
1708,Perú,Móvil,40,3,No
1709,México,Móvil,51,1,No
1710,Estados Unidos,Móvil,424,4,No
1711,Colombia,Tablet,88,3,No
1712,Chile,Móvil,324,5,No
1713,Argentina,Móvil,222,3,No
1714,Uruguay,Móvil,305,4,No
1715,Colombia,Móvil,879,10,Sí
1716,Venezuela,Móvil,457,6,Sí
1717,Argentina,Móvil,459,5,Sí
1718,México,Móvil,227,4,Sí
1719,Estados Unidos,Móvil,527,5,No
1720,Estados Unidos,Tablet,227,4,No
1721,Argentina,Móvil,503,7,No
1722,México,Móvil,280,5,Sí
1723,Colombia,Móvil,786,9,Sí
1724,México,Tablet,534,6,No
1725,Ecuador,PC,1174,12,No
1726,Estados Unidos,Móvil,31,2,No
1727,Colombia,Móvil,899,10,No
1728,Argentina,Móvil,147,2,No
1729,Venezuela,PC,183,4,No
1730,Argentina,Tablet,226,2,No
1731,Argentina,Móvil,428,6,No
1732,México,Móvil,466,6,Sí
1733,Chile,Móvil,885,8,No
1734,Colombia,Móvil,215,3,No
1735,México,Móvil,142,2,No
1736,España,Móvil,182,2,No
1737,Colombia,Móvil,738,8,Sí
1738,Colombia,Móvil,22,1,No
1739,Perú,PC,191,4,Sí
1740,Argentina,Móvil,223,4,No
1741,Reino Unido,Móvil,698,8,No
1742,Colombia,Móvil,280,5,No
1743,Perú,Móvil,499,5,No
1744,España,Móvil,230,3,No
1745,México,Tablet,245,5,Sí
1746,Argentina,PC,413,4,Sí
1747,México,Móvil,167,3,No
1748,Ecuador,Móvil,298,4,No
1749,Colombia,PC,697,8,Sí
1750,México,Móvil,1229,12,No
1751,México,Móvil,49,3,No
1752,México,PC,41,3,No
1753,España,PC,29,1,Sí
1754,México,Móvil,1144,11,No
1755,Ecuador,Móvil,485,7,No
1756,México,Tablet,1106,12,No
1757,Colombia,PC,225,2,No
1758,Argentina,PC,1800,15,Sí
1759,Perú,PC,314,4,No
1760,Colombia,Móvil,323,5,No
1761,Estados Unidos,PC,665,8,No
1762,México,Móvil,221,3,Sí
1763,Argentina,Móvil,87,3,Sí
1764,Ecuador,Móvil,68,3,No
1765,Colombia,Móvil,30,3,No
1766,Ecuador,Móvil,768,7,Sí
1767,Uruguay,Móvil,62,1,Sí
1768,España,Móvil,93,2,Sí
1769,Chile,Móvil,471,4,Sí
1770,Argentina,Móvil,249,3,No
1771,Colombia,Móvil,337,4,No
1772,Colombia,Móvil,228,4,No
1773,Argentina,PC,68,1,No
1774,Perú,Tablet,1295,12,Sí
1775,Colombia,Móvil,551,5,No
1776,Argentina,Móvil,375,4,No
1777,Venezuela,PC,1203,11,Sí
1778,España,Móvil,122,4,No
1779,México,Móvil,628,7,No
1780,España,Móvil,774,8,Sí
1781,Colombia,Móvil,857,8,No
1782,México,Móvil,932,8,No
1783,Argentina,Móvil,348,4,No
1784,México,Móvil,1263,11,Sí
1785,Colombia,PC,209,3,No
1786,México,Móvil,479,4,No
1787,México,Móvil,25,1,No
1788,México,PC,246,4,No
1789,Venezuela,Móvil,182,2,No
1790,Argentina,Móvil,555,7,No
1791,Ecuador,Móvil,666,8,Sí
1792,Ecuador,PC,299,4,No
1793,España,PC,186,3,No
1794,Ecuador,Móvil,64,3,Sí
1795,Alemania,Móvil,194,4,Sí
1796,México,PC,1800,15,No
1797,Argentina,PC,51,1,No
1798,México,Móvil,668,6,No
1799,Colombia,Móvil,286,5,No
1800,España,Móvil,158,4,No
1801,Reino Unido,PC,501,7,Sí
1802,Venezuela,PC,610,6,No
1803,Colombia,PC,61,2,No
1804,Estados Unidos,Móvil,34,3,No
1805,México,Móvil,15,2,No
1806,México,PC,612,7,No
1807,Brasil,PC,222,3,No
1808,México,PC,15,1,No
1809,Argentina,PC,92,1,No
1810,Alemania,Móvil,34,3,No
1811,México,Móvil,83,1,No
1812,Perú,Móvil,88,3,No
1813,Brasil,Móvil,180,3,No
1814,Colombia,Móvil,21,1,Sí
1815,Chile,Móvil,125,2,No
1816,México,Móvil,34,1,No
1817,Colombia,PC,15,1,No
1818,Alemania,Tablet,187,2,No
1819,México,PC,465,6,No
1820,Estados Unidos,Móvil,595,6,Sí
1821,México,Móvil,209,2,No
1822,Argentina,Móvil,15,3,No
1823,México,Móvil,109,1,No
1824,Colombia,Móvil,310,5,No
1825,México,Móvil,944,10,No
1826,Colombia,Tablet,63,2,No
1827,España,PC,110,2,No
1828,España,Móvil,352,5,No
1829,España,PC,38,1,No
1830,Brasil,Móvil,421,5,No
1831,México,Móvil,16,3,Sí
1832,Ecuador,Móvil,299,3,No
1833,Colombia,PC,171,2,No
1834,Colombia,Móvil,38,2,No
1835,Perú,Móvil,250,5,No
1836,Alemania,Móvil,15,3,No
1837,Colombia,Móvil,278,5,No
1838,Perú,Tablet,947,9,No
1839,España,PC,148,4,No
1840,España,Móvil,492,5,No
1841,Colombia,Móvil,867,8,Sí
1842,España,Móvil,197,4,No
1843,Argentina,PC,340,4,No
1844,México,PC,111,3,No
1845,España,Móvil,440,6,No
1846,México,Móvil,78,1,No
1847,Estados Unidos,Móvil,938,9,No
1848,Venezuela,Móvil,1800,15,No
1849,Perú,Móvil,192,4,No
1850,Colombia,Móvil,294,5,No
1851,Uruguay,PC,247,4,No
1852,Perú,Móvil,300,3,No
1853,México,Móvil,489,7,No
1854,España,PC,24,2,No
1855,Argentina,Móvil,70,2,No
1856,México,PC,854,10,Sí
1857,Argentina,Móvil,480,7,No
1858,Brasil,Móvil,251,3,No
1859,Argentina,Móvil,281,3,No
1860,Chile,Móvil,386,4,Sí
1861,Colombia,PC,112,2,Sí
1862,México,Tablet,1497,15,No
1863,Colombia,Móvil,120,3,No
1864,Estados Unidos,Móvil,452,4,No
1865,Perú,PC,1218,12,Sí
1866,Estados Unidos,PC,224,4,No
1867,Argentina,Móvil,26,2,No
1868,Ecuador,Móvil,60,2,No
1869,Venezuela,Móvil,43,3,No
1870,Colombia,Móvil,701,8,No
1871,Reino Unido,PC,417,5,No
1872,Chile,PC,115,3,No
1873,México,Móvil,668,6,No
1874,Brasil,Tablet,204,2,No
1875,Venezuela,Móvil,16,2,No
1876,México,PC,321,5,No
1877,España,Móvil,15,1,No
1878,México,Móvil,780,9,No
1879,Estados Unidos,Móvil,78,3,No
1880,Colombia,PC,402,5,Sí
1881,Colombia,Móvil,338,3,No
1882,España,Móvil,815,9,Sí
1883,España,Móvil,63,3,No
1884,México,Móvil,1118,10,Sí
1885,México,PC,171,4,No
1886,Colombia,Móvil,272,4,No
1887,Estados Unidos,Móvil,15,1,No
1888,Estados Unidos,PC,308,5,Sí
1889,Estados Unidos,PC,264,4,No
1890,Colombia,PC,321,3,No
1891,Colombia,PC,1536,15,No
1892,Argentina,Móvil,245,3,Sí
1893,Estados Unidos,Móvil,507,6,Sí
1894,Colombia,Móvil,502,5,No
1895,Argentina,Móvil,151,2,Sí
1896,México,Móvil,110,1,No
1897,México,PC,208,4,Sí
1898,Colombia,PC,363,4,No
1899,Colombia,Móvil,286,5,No
1900,Colombia,Móvil,964,11,No
1901,España,PC,15,3,Sí
1902,México,PC,217,4,Sí
1903,España,Móvil,322,5,No
1904,México,Móvil,184,4,Sí
1905,Estados Unidos,PC,1212,12,Sí
1906,Argentina,Móvil,1089,12,No
1907,España,PC,181,4,No
1908,Uruguay,Móvil,162,2,No
1909,Chile,PC,77,1,No
1910,España,Móvil,428,6,Sí
1911,Colombia,Móvil,639,7,No
1912,Ecuador,PC,906,8,Sí
1913,México,Móvil,252,3,No
1914,México,PC,421,4,Sí
1915,Perú,Móvil,523,6,Sí
1916,México,Tablet,807,9,No
1917,Colombia,Móvil,708,6,No
1918,Argentina,Móvil,413,5,No
1919,Colombia,Móvil,92,3,No
1920,México,PC,192,3,No
1921,México,Móvil,15,1,No
1922,Colombia,PC,97,1,Sí
1923,Venezuela,Móvil,110,3,No
1924,España,PC,93,2,No
1925,Argentina,Móvil,501,7,No
1926,Colombia,Móvil,624,7,Sí
1927,Alemania,PC,110,2,Sí
1928,México,Móvil,700,6,No
1929,Reino Unido,Móvil,135,2,No
1930,México,Móvil,49,3,No
1931,Colombia,Móvil,162,2,No
1932,Chile,PC,433,6,Sí
1933,España,Móvil,474,6,No
1934,Estados Unidos,Tablet,115,2,No
1935,Ecuador,Móvil,306,3,No
1936,Perú,Móvil,508,6,No
1937,Estados Unidos,PC,165,2,No
1938,Francia,PC,35,3,No
1939,Perú,Móvil,100,3,No
1940,México,PC,1168,11,Sí
1941,España,Móvil,80,1,No
1942,Perú,PC,628,8,No
1943,Colombia,Móvil,175,2,Sí
1944,Colombia,Móvil,910,8,Sí
1945,Colombia,Móvil,171,2,No
1946,Venezuela,Tablet,155,3,No
1947,México,Móvil,309,3,Sí
1948,Ecuador,PC,150,3,No
1949,España,Móvil,174,3,No
1950,España,Móvil,50,1,No
1951,Estados Unidos,Tablet,349,3,No
1952,Chile,PC,27,1,No
1953,Estados Unidos,Móvil,1433,12,No
1954,Brasil,Móvil,443,5,No
1955,Alemania,PC,233,3,No
1956,México,Móvil,431,6,Sí
1957,Perú,PC,256,5,No
1958,Colombia,PC,758,9,Sí
1959,México,Móvil,30,3,No
1960,Chile,Tablet,88,1,Sí
1961,España,Tablet,677,8,Sí
1962,Uruguay,PC,463,5,Sí
1963,Colombia,Tablet,477,6,No
1964,España,Móvil,151,3,No
1965,Colombia,Tablet,835,7,No
1966,España,PC,170,4,No
1967,México,Móvil,312,4,Sí
1968,Perú,Móvil,115,3,No
1969,Colombia,Móvil,639,8,No
1970,Argentina,PC,338,5,No
1971,Colombia,Móvil,600,8,No
1972,Argentina,Tablet,22,2,No
1973,Colombia,Móvil,380,4,No
1974,Colombia,Móvil,36,3,No
1975,Colombia,Móvil,1000,11,Sí
1976,México,Móvil,141,2,No
1977,Colombia,Tablet,301,5,Sí
1978,Estados Unidos,PC,106,2,Sí
1979,Reino Unido,Tablet,102,2,No
1980,Colombia,Móvil,30,1,No
1981,Alemania,Móvil,44,2,No
1982,Colombia,Tablet,40,1,No
1983,Colombia,Tablet,65,3,No
1984,España,PC,68,1,No
1985,Argentina,Móvil,171,2,No
1986,México,Móvil,1177,12,No
1987,Estados Unidos,PC,1800,15,No
1988,Estados Unidos,PC,93,2,No
1989,Colombia,Móvil,624,7,No
1990,Chile,Móvil,797,8,No
1991,Uruguay,Móvil,164,4,No
1992,Argentina,PC,278,4,No
1993,Ecuador,PC,528,7,No
1994,Venezuela,PC,255,5,No
1995,Argentina,Móvil,22,1,No
1996,Chile,PC,586,6,Sí
1997,Estados Unidos,Móvil,173,3,No
1998,Argentina,Móvil,145,4,No
1999,México,PC,57,3,Sí
2000,Argentina,Móvil,1275,13,No
