ID,Edad,Experiencia_Previa,Tipo_Ejercicio_Preferido,Frecuencia_Semanal_Planeada,Objetivo_Principal,Tiempo_Disponible_Sesion,Duración_Adherencia_Meses
1094,27,3,Yoga,2,Pérdida de peso,75,14
1095,70,5,Yoga,2,Pérdida de peso,60,4
1096,43,1,CrossFit,2,Mantenimiento,120,18
1097,29,3,CrossFit,4,Rendimiento deportivo,120,34
1098,32,3,Yoga,4,Mantenimiento,69,12
1099,26,3,Cardio,4,Mantenimiento,93,32
1100,52,3,CrossFit,4,Tonificación,120,19
1101,34,2,Yoga,2,Flexibilidad,37,21
1102,40,5,CrossFit,5,Ganancia muscular,30,1
1103,67,9,Natación,5,Rehabilitación,120,4
1104,45,3,Natación,4,Rehabilitación,120,25
1105,31,4,Natación,2,Pérdida de peso,68,11
1106,28,3,Natación,5,Mantenimiento,71,26
1107,48,4,Yoga,1,Flexibilidad,120,18
1108,55,3,Pesas,5,Rendimiento deportivo,68,11
1109,19,1,Pesas,3,Resistencia,120,2
1110,22,3,Natación,3,Rendimiento deportivo,38,33
1111,52,2,CrossFit,5,Pérdida de peso,67,12
1112,57,5,Yoga,2,Tonificación,60,19
1113,28,1,CrossFit,2,Tonificación,120,12
1114,25,2,CrossFit,2,Resistencia,100,18
1115,69,5,Cardio,2,Rendimiento deportivo,70,26
1116,44,3,Pilates,6,Rendimiento deportivo,69,6
1117,45,6,Natación,4,Resistencia,64,18
1118,39,8,Funcional,3,Tonificación,72,10
1119,44,8,Boxeo,3,Rendimiento deportivo,97,20
1120,21,2,Pilates,1,Tonificación,96,17
1121,52,3,CrossFit,3,Mantenimiento,71,3
1122,27,5,Boxeo,1,Rehabilitación,101,29
1123,29,3,Cardio,3,Mantenimiento,61,9
1124,34,2,Boxeo,2,Rendimiento deportivo,63,24
1125,29,5,Pesas,6,Tonificación,34,5
1126,38,6,CrossFit,4,Mantenimiento,66,21
1127,41,6,Yoga,5,Mantenimiento,120,22
1128,69,10,CrossFit,3,Ganancia muscular,70,10
1129,69,2,Natación,4,Flexibilidad,74,24
1130,55,8,CrossFit,2,Mantenimiento,74,15
1131,26,2,CrossFit,4,Rendimiento deportivo,74,36
1132,31,1,Natación,3,Rehabilitación,68,3
1133,51,3,Pesas,2,Mantenimiento,105,6
1134,40,6,CrossFit,4,Ganancia muscular,100,29
1135,33,5,Yoga,6,Ganancia muscular,43,26
1136,64,9,Yoga,4,Resistencia,60,30
1137,21,2,Pilates,3,Mantenimiento,105,32
1138,70,5,Pilates,4,Flexibilidad,64,19
1139,39,2,Pesas,4,Flexibilidad,96,1
1140,62,3,Cardio,4,Mantenimiento,101,15
1141,40,7,Funcional,4,Rehabilitación,71,26
1142,34,5,CrossFit,3,Rehabilitación,120,25
1143,26,0,Natación,6,Mantenimiento,95,33
1144,29,5,Yoga,4,Flexibilidad,69,16
1145,49,6,Pesas,5,Ganancia muscular,68,1
1146,57,7,Pilates,3,Ganancia muscular,120,31
1147,53,10,Yoga,7,Tonificación,33,26
1148,56,8,Cardio,5,Ganancia muscular,95,16
1149,60,8,Natación,3,Mantenimiento,68,21
1150,53,8,Pesas,4,Flexibilidad,32,11
1151,35,8,Funcional,2,Rehabilitación,63,13
1152,62,7,Cardio,5,Resistencia,68,25
1153,29,0,Natación,4,Tonificación,99,22
1154,68,3,Pilates,5,Rendimiento deportivo,61,36
1155,23,3,CrossFit,1,Rehabilitación,120,27
1156,65,10,CrossFit,4,Ganancia muscular,68,34
1157,29,0,Funcional,4,Resistencia,44,16
1158,20,3,Boxeo,4,Mantenimiento,61,24
1159,37,1,Pesas,6,Ganancia muscular,61,4
1160,51,4,Boxeo,1,Tonificación,120,20
1161,58,5,Cardio,4,Pérdida de peso,96,26
1162,59,6,Yoga,3,Pérdida de peso,62,11
1163,44,1,Yoga,4,Mantenimiento,72,15
1164,28,2,Boxeo,2,Ganancia muscular,72,3
1165,43,4,Yoga,3,Tonificación,74,11
1166,59,8,Cardio,3,Tonificación,120,28
1167,22,2,Natación,6,Resistencia,92,21
1168,39,8,Cardio,3,Tonificación,74,16
1169,20,2,Boxeo,3,Resistencia,120,10
1170,26,0,Funcional,2,Tonificación,96,6
1171,21,2,Pesas,4,Rendimiento deportivo,90,32
1172,66,4,Cardio,6,Rehabilitación,120,14
1173,39,5,Pesas,5,Rendimiento deportivo,31,8
1174,44,5,Funcional,4,Tonificación,45,13
1175,53,4,Boxeo,3,Flexibilidad,120,33
1176,44,6,CrossFit,3,Resistencia,75,3
1177,45,5,Yoga,3,Rendimiento deportivo,90,17
1178,56,5,Funcional,2,Flexibilidad,75,19
1179,29,6,Boxeo,2,Flexibilidad,67,32
1180,41,7,Pesas,3,Mantenimiento,34,3
1181,49,3,CrossFit,7,Tonificación,120,26
1182,22,0,Cardio,3,Tonificación,90,12
1183,61,7,Natación,5,Rehabilitación,120,23
1184,31,3,Pilates,1,Flexibilidad,63,28
1185,33,5,Funcional,4,Pérdida de peso,75,5
1186,49,7,CrossFit,4,Pérdida de peso,104,28
1187,49,2,CrossFit,2,Tonificación,31,21
1188,25,5,Natación,3,Rendimiento deportivo,68,35
1189,49,1,Funcional,2,Flexibilidad,73,31
1190,53,3,Pilates,3,Tonificación,104,33
1191,23,1,Pilates,3,Rendimiento deportivo,95,20
1192,50,5,Pesas,7,Rehabilitación,70,6
1193,34,1,Funcional,3,Flexibilidad,44,11
1194,53,9,CrossFit,5,Rehabilitación,91,3
1195,30,1,Boxeo,5,Mantenimiento,37,20
1196,47,4,Pilates,4,Flexibilidad,43,4
1197,18,1,Cardio,5,Resistencia,103,19
1198,49,2,Pesas,3,Mantenimiento,31,9
1199,59,3,Natación,3,Rehabilitación,30,33
1200,49,3,CrossFit,2,Mantenimiento,120,4
1201,61,9,Pilates,1,Flexibilidad,41,33
1202,45,7,Pilates,3,Ganancia muscular,42,16
1203,38,1,Cardio,3,Flexibilidad,73,2
1204,37,8,Cardio,4,Tonificación,61,11
1205,31,6,Natación,3,Pérdida de peso,44,9
1206,42,8,Funcional,3,Flexibilidad,69,5
1207,62,6,Yoga,4,Ganancia muscular,67,8
1208,18,2,Pilates,3,Resistencia,35,30
1209,57,4,CrossFit,3,Pérdida de peso,120,11
1210,46,2,Pesas,5,Tonificación,73,22
1211,22,2,Boxeo,5,Resistencia,70,31
1212,67,7,Boxeo,5,Tonificación,102,18
1213,46,8,Funcional,3,Pérdida de peso,71,28
1214,27,1,Pilates,4,Resistencia,36,24
1215,35,1,Yoga,2,Mantenimiento,61,14
1216,31,3,Pesas,1,Ganancia muscular,63,34
1217,44,6,Pilates,1,Resistencia,92,3
1218,40,2,Funcional,3,Tonificación,120,8
1219,18,2,Pilates,4,Pérdida de peso,91,16
1220,45,3,Pilates,2,Pérdida de peso,42,27
1221,20,0,Natación,2,Rehabilitación,95,36
1222,22,2,Yoga,2,Ganancia muscular,63,23
1223,36,8,Funcional,7,Tonificación,66,33
1224,42,8,Boxeo,6,Flexibilidad,64,21
1225,56,3,Natación,1,Tonificación,101,25
1226,53,3,CrossFit,3,Rehabilitación,41,28
1227,28,0,Cardio,3,Resistencia,31,26
1228,32,2,CrossFit,2,Rehabilitación,39,26
1229,41,3,Cardio,6,Flexibilidad,65,27
1230,38,2,Pilates,3,Pérdida de peso,70,34
1231,41,4,CrossFit,3,Rendimiento deportivo,120,5
1232,69,8,Yoga,3,Pérdida de peso,72,8
1233,50,4,Cardio,5,Rendimiento deportivo,120,21
1234,59,7,Pesas,1,Flexibilidad,105,25
1235,35,5,Natación,7,Mantenimiento,39,16
1236,58,9,Funcional,3,Mantenimiento,65,22
1237,28,2,Yoga,2,Ganancia muscular,69,12
1238,52,6,Pilates,3,Flexibilidad,68,20
1239,28,3,CrossFit,3,Tonificación,68,23
1240,32,2,CrossFit,2,Resistencia,75,32
1241,47,1,Funcional,1,Rendimiento deportivo,61,32
1242,35,2,Funcional,7,Resistencia,43,19
1243,38,6,CrossFit,5,Ganancia muscular,97,17
1244,68,10,Funcional,3,Flexibilidad,37,26
1245,65,2,Funcional,3,Tonificación,36,2
1246,21,3,Natación,4,Pérdida de peso,93,8
1247,50,5,Boxeo,3,Ganancia muscular,102,20
1248,39,3,Pilates,4,Pérdida de peso,98,7
1249,43,3,Pesas,4,Rendimiento deportivo,74,21
1250,64,3,Natación,3,Rehabilitación,73,11
1251,48,3,CrossFit,2,Rendimiento deportivo,70,29
1252,30,2,CrossFit,4,Tonificación,65,5
1253,53,3,Yoga,3,Pérdida de peso,94,12
1254,40,8,Funcional,3,Resistencia,75,24
1255,41,6,Cardio,1,Rehabilitación,101,33
1256,64,3,Natación,2,Pérdida de peso,103,13
1257,27,0,Pilates,7,Ganancia muscular,36,34
1258,61,4,Natación,4,Rehabilitación,39,4
1259,49,1,Boxeo,6,Pérdida de peso,96,25
1260,64,9,Pesas,4,Tonificación,42,36
1261,39,5,Funcional,2,Flexibilidad,71,13
1262,20,2,Boxeo,5,Tonificación,97,23
1263,21,3,Funcional,3,Rehabilitación,99,26
1264,23,0,Natación,2,Rehabilitación,35,25
1265,61,3,Yoga,2,Ganancia muscular,66,11
1266,59,7,Funcional,1,Flexibilidad,62,5
1267,43,7,Yoga,3,Mantenimiento,66,27
1268,42,7,Pilates,3,Resistencia,93,19
1269,32,5,Pesas,3,Rendimiento deportivo,66,15
1270,52,3,Pesas,2,Rehabilitación,95,13
1271,55,5,Boxeo,5,Rehabilitación,30,34
1272,51,8,Natación,3,Pérdida de peso,91,4
1273,45,4,Yoga,1,Mantenimiento,37,30
1274,50,5,Boxeo,1,Tonificación,102,35
1275,60,6,Yoga,3,Tonificación,66,8
1276,53,5,CrossFit,2,Resistencia,120,2
1277,57,2,Yoga,4,Resistencia,66,16
1278,49,3,Cardio,4,Mantenimiento,38,2
1279,20,0,CrossFit,3,Pérdida de peso,103,15
1280,18,2,Yoga,5,Pérdida de peso,98,17
1281,53,4,Natación,3,Rehabilitación,44,10
1282,52,6,Boxeo,2,Ganancia muscular,120,27
1283,44,6,Cardio,1,Ganancia muscular,70,24
1284,50,3,Boxeo,4,Resistencia,36,24
1285,62,8,Pesas,5,Flexibilidad,100,5
1286,43,2,Natación,4,Flexibilidad,35,24
1287,31,0,Yoga,4,Rendimiento deportivo,70,4
1288,26,3,CrossFit,4,Tonificación,120,28
1289,58,3,Funcional,1,Ganancia muscular,69,27
1290,19,1,Pilates,2,Rehabilitación,94,29
1291,19,1,Yoga,5,Pérdida de peso,92,8
1292,29,3,Pilates,3,Tonificación,72,18
1293,48,4,Natación,6,Mantenimiento,66,25
1294,42,5,Pilates,4,Pérdida de peso,62,22
1295,42,8,Cardio,2,Flexibilidad,73,17
1296,70,7,Natación,6,Flexibilidad,40,6
1297,58,4,Cardio,3,Tonificación,104,21
1298,46,7,Cardio,3,Tonificación,69,9
1299,23,3,Pilates,5,Rendimiento deportivo,61,25
1300,27,3,Cardio,3,Rendimiento deportivo,120,23
1301,45,4,Natación,3,Ganancia muscular,64,34
1302,20,3,Funcional,3,Mantenimiento,39,24
1303,28,5,Boxeo,5,Resistencia,33,24
1304,53,9,CrossFit,6,Flexibilidad,120,27
1305,36,8,Pesas,2,Mantenimiento,63,3
1306,52,8,Pilates,4,Rendimiento deportivo,67,16
1307,42,4,Pilates,2,Rehabilitación,30,14
1308,33,0,Cardio,6,Flexibilidad,120,19
1309,22,2,Pilates,5,Tonificación,99,36
1310,18,0,Pesas,4,Rehabilitación,66,12
1311,20,3,Funcional,5,Rendimiento deportivo,70,31
1312,28,3,Pesas,5,Resistencia,104,25
1313,66,4,Yoga,2,Pérdida de peso,95,27
1314,51,4,Funcional,3,Pérdida de peso,44,35
1315,22,0,Natación,6,Ganancia muscular,44,13
1316,30,0,Pilates,3,Ganancia muscular,120,14
1317,70,3,Pesas,3,Pérdida de peso,74,9
1318,45,1,CrossFit,3,Rehabilitación,68,22
1319,25,0,Funcional,3,Mantenimiento,65,30
1320,46,4,Natación,5,Rendimiento deportivo,60,23
1321,28,0,Cardio,2,Tonificación,40,28
1322,22,3,Boxeo,4,Rehabilitación,41,23
1323,40,6,CrossFit,3,Ganancia muscular,95,6
1324,25,5,Boxeo,3,Mantenimiento,31,12
1325,31,4,Cardio,1,Mantenimiento,62,14
1326,50,9,Pilates,5,Mantenimiento,120,22
1327,63,5,Pilates,1,Resistencia,71,30
1328,22,2,Boxeo,2,Rendimiento deportivo,120,20
1329,27,3,Boxeo,3,Ganancia muscular,42,30
1330,62,7,Yoga,7,Rendimiento deportivo,30,27
1331,49,3,Boxeo,2,Ganancia muscular,40,4
1332,36,8,Funcional,6,Ganancia muscular,60,28
1333,34,3,Natación,4,Pérdida de peso,69,28
1334,26,6,CrossFit,4,Resistencia,68,12
1335,28,3,Funcional,6,Pérdida de peso,120,15
1336,52,4,Natación,3,Rehabilitación,61,30
1337,61,5,Natación,4,Rehabilitación,120,36
1338,20,0,Natación,2,Resistencia,120,3
1339,27,1,Funcional,3,Pérdida de peso,93,23
1340,24,2,Pesas,7,Rehabilitación,65,33
1341,39,3,Pesas,2,Tonificación,92,36
1342,55,7,Yoga,2,Mantenimiento,63,5
1343,27,1,Natación,4,Flexibilidad,38,36
1344,44,6,Cardio,3,Flexibilidad,96,32
1345,59,7,Natación,4,Resistencia,105,27
1346,49,5,Pesas,3,Rendimiento deportivo,68,24
1347,48,2,Funcional,3,Mantenimiento,72,32
1348,66,9,Cardio,3,Tonificación,63,9
1349,39,1,Yoga,1,Ganancia muscular,96,1
1350,50,3,Cardio,3,Pérdida de peso,75,30
1351,50,4,Cardio,4,Pérdida de peso,62,22
1352,24,0,Natación,5,Flexibilidad,92,34
1353,68,8,Pesas,3,Flexibilidad,120,36
1354,47,2,CrossFit,3,Pérdida de peso,120,19
1355,30,5,Cardio,3,Resistencia,74,9
1356,47,8,Yoga,3,Ganancia muscular,91,14
1357,33,4,Funcional,4,Mantenimiento,69,13
1358,48,3,Pesas,4,Rendimiento deportivo,65,6
1359,25,5,Boxeo,5,Rehabilitación,94,24
1360,20,2,Funcional,4,Flexibilidad,40,36
1361,60,6,Pesas,3,Pérdida de peso,120,27
1362,34,4,Natación,4,Rehabilitación,67,32
1363,57,6,Yoga,2,Rehabilitación,35,17
1364,40,6,Natación,7,Tonificación,95,16
1365,40,5,Cardio,3,Ganancia muscular,95,15
1366,64,7,Natación,2,Pérdida de peso,42,18
1367,63,7,Cardio,1,Resistencia,65,30
1368,39,2,Pesas,4,Flexibilidad,102,36
1369,34,1,Natación,3,Rehabilitación,74,19
1370,65,5,CrossFit,4,Mantenimiento,120,26
1371,50,2,Yoga,2,Rehabilitación,38,11
1372,67,8,Boxeo,2,Pérdida de peso,102,22
1373,22,2,CrossFit,2,Resistencia,41,21
1374,29,6,Natación,5,Resistencia,72,9
1375,30,1,CrossFit,3,Mantenimiento,40,32
1376,39,3,Cardio,7,Rehabilitación,30,29
1377,36,4,Cardio,2,Ganancia muscular,68,28
1378,52,7,CrossFit,1,Mantenimiento,91,10
1379,23,1,Cardio,3,Resistencia,95,19
1380,18,1,Boxeo,3,Flexibilidad,120,4
1381,28,0,Yoga,5,Ganancia muscular,90,3
1382,23,3,Yoga,2,Tonificación,120,21
1383,45,8,Yoga,3,Pérdida de peso,120,2
1384,56,3,Pilates,5,Rehabilitación,65,20
1385,28,3,Cardio,1,Flexibilidad,73,7
1386,53,4,Boxeo,3,Resistencia,120,26
1387,44,8,Pesas,6,Pérdida de peso,71,19
1388,68,8,Cardio,2,Mantenimiento,93,35
1389,23,0,CrossFit,3,Pérdida de peso,75,16
1390,39,8,Funcional,4,Tonificación,69,14
1391,30,0,CrossFit,3,Ganancia muscular,91,17
1392,53,4,Pesas,5,Ganancia muscular,102,9
1393,27,1,Yoga,3,Tonificación,38,8
1394,32,0,CrossFit,2,Tonificación,101,12
1395,26,1,Pesas,4,Rehabilitación,34,21
1396,59,6,Pilates,1,Flexibilidad,101,12
1397,26,0,Cardio,5,Ganancia muscular,74,14
1398,21,1,Pilates,5,Tonificación,120,11
1399,22,1,Pilates,4,Ganancia muscular,120,16
1400,62,4,Yoga,3,Tonificación,45,33
1401,30,3,Yoga,1,Tonificación,120,26
1402,42,8,Boxeo,3,Resistencia,63,16
1403,38,4,Funcional,7,Rehabilitación,65,25
1404,23,2,Boxeo,4,Ganancia muscular,68,2
1405,58,2,Boxeo,2,Mantenimiento,105,2
1406,52,4,Pesas,2,Tonificación,99,18
1407,63,4,Yoga,2,Tonificación,67,30
1408,27,5,Boxeo,3,Tonificación,70,16
1409,39,6,Cardio,5,Resistencia,60,18
1410,44,8,Cardio,5,Rehabilitación,71,10
1411,29,0,Pilates,7,Flexibilidad,40,10
1412,48,4,CrossFit,3,Tonificación,100,13
1413,27,1,Boxeo,5,Rendimiento deportivo,31,15
1414,69,4,Natación,4,Flexibilidad,69,21
1415,49,2,Natación,3,Ganancia muscular,40,3
1416,70,9,Cardio,2,Tonificación,43,36
1417,60,7,Boxeo,4,Pérdida de peso,68,5
1418,33,4,Pesas,4,Ganancia muscular,91,8
1419,43,3,CrossFit,4,Pérdida de peso,120,16
1420,60,6,Yoga,3,Ganancia muscular,64,3
1421,38,4,Yoga,3,Pérdida de peso,102,19
1422,39,2,Yoga,4,Ganancia muscular,120,6
1423,27,6,Funcional,6,Pérdida de peso,97,30
1424,62,4,Pilates,5,Flexibilidad,61,3
1425,19,0,Cardio,5,Pérdida de peso,93,30
1426,21,3,Boxeo,1,Tonificación,100,23
1427,19,3,CrossFit,5,Pérdida de peso,68,13
1428,21,3,Cardio,2,Rehabilitación,64,31
1429,19,0,Pilates,2,Resistencia,67,3
1430,41,1,Boxeo,4,Resistencia,98,35
1431,64,9,Yoga,3,Rendimiento deportivo,64,28
1432,31,1,Natación,5,Flexibilidad,60,35
1433,26,6,Boxeo,3,Flexibilidad,37,21
1434,62,6,Natación,1,Resistencia,120,26
1435,49,8,Cardio,3,Mantenimiento,105,20
1436,52,3,Pesas,4,Tonificación,75,17
1437,20,0,Pesas,6,Flexibilidad,90,2
1438,46,5,Cardio,4,Rendimiento deportivo,68,15
1439,63,10,Boxeo,3,Rehabilitación,120,17
1440,21,3,Pesas,1,Resistencia,96,18
1441,51,7,CrossFit,4,Rendimiento deportivo,30,19
1442,65,4,Yoga,3,Ganancia muscular,70,8
1443,32,4,CrossFit,5,Rehabilitación,61,6
1444,21,0,Yoga,2,Rendimiento deportivo,102,23
1445,38,8,Funcional,4,Mantenimiento,60,3
1446,33,6,Boxeo,2,Resistencia,75,15
1447,27,4,Pesas,3,Flexibilidad,98,22
1448,20,1,Boxeo,2,Pérdida de peso,40,8
1449,65,10,Cardio,3,Ganancia muscular,120,35
1450,33,4,Pilates,2,Rehabilitación,100,29
1451,48,6,Natación,3,Flexibilidad,66,11
1452,40,3,Pilates,5,Mantenimiento,67,30
1453,50,2,CrossFit,2,Flexibilidad,71,31
1454,22,1,CrossFit,2,Ganancia muscular,98,5
1455,68,10,Yoga,2,Flexibilidad,104,15
1456,65,3,Yoga,2,Tonificación,68,7
1457,25,5,Pilates,5,Mantenimiento,101,32
1458,51,9,Pilates,4,Flexibilidad,99,4
1459,24,1,CrossFit,4,Resistencia,120,12
1460,63,7,Pesas,1,Mantenimiento,120,24
1461,19,3,Boxeo,1,Resistencia,64,3
1462,63,9,Natación,6,Pérdida de peso,120,5
1463,62,6,CrossFit,1,Flexibilidad,94,36
1464,39,7,Funcional,4,Flexibilidad,70,36
1465,48,4,Natación,2,Flexibilidad,96,10
1466,29,3,Boxeo,1,Resistencia,94,32
1467,29,1,Yoga,1,Flexibilidad,120,21
1468,33,6,Cardio,3,Mantenimiento,120,3
1469,42,6,Cardio,4,Mantenimiento,120,6
1470,32,6,Pilates,7,Mantenimiento,37,24
1471,36,3,Yoga,4,Mantenimiento,30,29
1472,20,3,Pilates,3,Rehabilitación,63,7
1473,21,0,Cardio,3,Flexibilidad,120,5
1474,47,2,Cardio,2,Mantenimiento,103,2
1475,29,0,CrossFit,2,Resistencia,33,6
1476,60,9,Pilates,2,Mantenimiento,97,16
1477,35,5,Funcional,2,Rendimiento deportivo,43,11
1478,61,4,Funcional,6,Mantenimiento,31,8
1479,44,6,CrossFit,3,Rehabilitación,63,30
1480,43,3,Pilates,4,Flexibilidad,104,30
1481,53,3,Boxeo,3,Ganancia muscular,105,17
1482,29,3,Cardio,3,Tonificación,65,33
1483,46,6,Pesas,7,Rehabilitación,60,24
1484,51,2,Natación,7,Tonificación,98,23
1485,34,3,Pesas,4,Ganancia muscular,63,30
1486,35,7,Yoga,3,Ganancia muscular,90,11
1487,23,1,Yoga,3,Tonificación,120,27
1488,25,3,Funcional,7,Flexibilidad,37,25
1489,70,10,Pilates,3,Resistencia,41,24
1490,21,1,Natación,3,Pérdida de peso,120,35
1491,70,5,CrossFit,3,Rendimiento deportivo,39,35
1492,49,3,Cardio,2,Resistencia,104,27
1493,57,4,Cardio,3,Mantenimiento,63,27
1494,70,10,Funcional,3,Mantenimiento,71,19
1495,57,6,CrossFit,3,Pérdida de peso,98,26
1496,35,2,Natación,6,Resistencia,70,23
1497,46,5,Funcional,2,Flexibilidad,65,31
1498,32,5,CrossFit,3,Flexibilidad,63,21
1499,45,5,Funcional,2,Resistencia,35,9
1500,38,3,Pesas,3,Resistencia,69,35
1501,26,2,Pilates,1,Resistencia,68,9
1502,68,10,CrossFit,1,Tonificación,120,6
1503,33,3,Yoga,1,Mantenimiento,120,29
1504,27,4,Funcional,7,Flexibilidad,43,28
1505,61,4,Pilates,4,Rendimiento deportivo,64,27
1506,48,2,Boxeo,7,Mantenimiento,66,31
1507,54,3,Natación,2,Pérdida de peso,96,29
1508,27,5,Boxeo,2,Tonificación,65,24
1509,30,3,Pesas,4,Flexibilidad,43,16
1510,23,0,Pesas,7,Tonificación,96,23
1511,48,7,Pilates,4,Mantenimiento,38,31
1512,30,4,CrossFit,7,Pérdida de peso,103,23
1513,44,8,Boxeo,7,Resistencia,69,20
1514,28,2,CrossFit,6,Flexibilidad,100,22
1515,33,3,Natación,2,Resistencia,120,31
1516,49,8,Funcional,2,Tonificación,96,27
1517,60,4,Pesas,3,Ganancia muscular,99,4
1518,21,2,CrossFit,7,Rendimiento deportivo,62,19
1519,40,2,Pesas,3,Rehabilitación,103,9
1520,29,1,Boxeo,7,Ganancia muscular,101,22
1521,47,4,Funcional,3,Ganancia muscular,120,25
1522,22,2,Pilates,3,Rehabilitación,72,26
1523,26,3,Pilates,7,Rendimiento deportivo,61,33
1524,28,2,Pilates,6,Pérdida de peso,67,33
1525,46,1,Boxeo,2,Mantenimiento,67,15
1526,19,0,Yoga,2,Rendimiento deportivo,71,31
1527,61,4,Yoga,3,Rendimiento deportivo,120,2
1528,45,1,Pilates,6,Resistencia,36,20
1529,33,2,Pilates,7,Ganancia muscular,95,6
1530,44,1,Funcional,7,Ganancia muscular,94,30
1531,18,2,CrossFit,2,Flexibilidad,37,12
1532,53,5,Pesas,7,Rehabilitación,36,19
1533,44,5,Funcional,7,Rendimiento deportivo,66,31
1534,40,7,Pilates,6,Resistencia,96,18
1535,21,2,Pesas,3,Rendimiento deportivo,32,14
1536,32,3,Boxeo,3,Ganancia muscular,31,6
1537,32,3,Funcional,3,Tonificación,97,20
1538,30,2,Yoga,3,Ganancia muscular,99,35
1539,42,5,CrossFit,2,Rehabilitación,39,34
1540,56,3,Pesas,4,Resistencia,62,20
1541,48,7,Boxeo,4,Tonificación,65,3
1542,63,10,Cardio,4,Rehabilitación,120,34
1543,62,2,Funcional,1,Mantenimiento,73,35
1544,27,3,Yoga,3,Pérdida de peso,75,14
1545,59,8,Boxeo,4,Rendimiento deportivo,35,1
1546,29,0,Yoga,7,Pérdida de peso,70,11
1547,58,4,Boxeo,3,Ganancia muscular,101,24
1548,69,10,Cardio,5,Resistencia,67,22
1549,67,7,Yoga,4,Mantenimiento,36,21
1550,54,10,CrossFit,2,Mantenimiento,96,6
1551,50,8,Yoga,2,Rendimiento deportivo,98,36
1552,18,0,CrossFit,2,Rehabilitación,66,11
1553,30,4,Yoga,2,Ganancia muscular,96,23
1554,18,2,Boxeo,4,Rendimiento deportivo,120,21
1555,18,2,Pilates,3,Tonificación,98,16
1556,52,2,Pesas,7,Tonificación,105,4
1557,49,5,Boxeo,2,Rehabilitación,63,11
1558,36,8,Pesas,3,Rendimiento deportivo,68,5
1559,28,4,Funcional,5,Mantenimiento,120,29
1560,51,9,Funcional,5,Rehabilitación,120,8
1561,27,1,Natación,2,Resistencia,66,32
1562,24,3,Natación,6,Rehabilitación,120,17
1563,66,6,Funcional,2,Pérdida de peso,39,33
1564,43,4,Pesas,6,Tonificación,104,29
1565,70,10,Boxeo,3,Rehabilitación,31,34
1566,23,0,Pilates,2,Tonificación,61,5
1567,39,5,Cardio,4,Resistencia,40,28
1568,21,0,Cardio,4,Mantenimiento,40,20
1569,27,2,Boxeo,3,Tonificación,74,13
1570,58,2,Yoga,3,Pérdida de peso,73,25
1571,20,2,CrossFit,2,Rehabilitación,70,7
1572,20,0,CrossFit,4,Pérdida de peso,65,11
1573,19,1,Yoga,2,Flexibilidad,70,27
1574,58,5,Yoga,4,Rendimiento deportivo,64,13
1575,31,3,Yoga,6,Flexibilidad,97,1
1576,29,4,CrossFit,4,Rendimiento deportivo,101,35
1577,50,5,Funcional,1,Pérdida de peso,120,17
1578,18,0,Pesas,2,Mantenimiento,75,31
1579,39,2,Cardio,5,Tonificación,65,32
1580,63,10,Yoga,3,Flexibilidad,42,17
1581,61,4,Pilates,4,Mantenimiento,40,2
1582,59,6,Pilates,5,Flexibilidad,102,12
1583,31,6,Funcional,6,Rehabilitación,60,10
1584,51,3,Cardio,4,Pérdida de peso,94,27
1585,21,0,Boxeo,4,Mantenimiento,93,19
1586,34,2,Yoga,2,Mantenimiento,68,7
1587,34,6,Cardio,4,Ganancia muscular,120,33
1588,70,3,Boxeo,3,Flexibilidad,94,31
1589,26,4,CrossFit,7,Rendimiento deportivo,99,6
1590,24,0,Natación,4,Resistencia,103,36
1591,50,6,Pilates,2,Rehabilitación,45,27
1592,46,4,Pesas,3,Resistencia,99,34
1593,65,2,Pilates,1,Rehabilitación,67,22
1594,32,4,CrossFit,5,Tonificación,103,33
1595,70,4,Cardio,5,Rendimiento deportivo,99,35
1596,21,3,Natación,3,Rehabilitación,120,4
1597,55,9,Natación,4,Resistencia,99,27
1598,54,8,Boxeo,3,Pérdida de peso,32,7
1599,29,4,Pesas,3,Mantenimiento,120,21
1600,63,10,Funcional,2,Flexibilidad,34,9
1601,53,6,Pesas,7,Rendimiento deportivo,37,7
1602,38,1,Yoga,5,Pérdida de peso,91,23
1603,57,6,Funcional,2,Resistencia,71,10
1604,42,6,CrossFit,1,Ganancia muscular,69,4
1605,59,7,Funcional,1,Pérdida de peso,61,25
1606,49,5,Pilates,4,Rehabilitación,67,13
1607,56,6,Funcional,4,Resistencia,74,3
1608,26,5,CrossFit,4,Rendimiento deportivo,62,33
1609,68,8,Natación,2,Mantenimiento,120,9
1610,36,3,Yoga,1,Flexibilidad,30,15
1611,43,8,Natación,3,Flexibilidad,61,11
1612,44,8,Pesas,2,Flexibilidad,71,25
1613,39,5,CrossFit,2,Ganancia muscular,43,19
1614,43,2,Pilates,4,Pérdida de peso,103,19
1615,47,7,Pilates,2,Ganancia muscular,43,3
1616,28,6,CrossFit,5,Resistencia,94,9
1617,64,10,Funcional,2,Ganancia muscular,65,1
1618,33,2,Pesas,1,Ganancia muscular,66,14
1619,29,3,Funcional,1,Tonificación,39,17
1620,25,5,Pilates,5,Rendimiento deportivo,101,31
1621,47,4,Boxeo,3,Mantenimiento,75,23
1622,47,7,CrossFit,1,Mantenimiento,120,2
1623,41,1,Boxeo,2,Pérdida de peso,94,28
1624,63,10,Pilates,2,Resistencia,94,28
